rawsum,joint_angle
2964,169.3185488
2876,167.8726344
2804,166.4267201
2732,163.5348914
2668,163.5337921
2630,163.5326927
2547,163.5315934
2483,163.5304941
2408,163.5282955
2333,162.7782687
2287,162.0282418
2267,161.2782149
2253,159.7781612
2255,160.1689317
2260,160.5597022
2266,160.9504727
2284,161.3412432
2421,162.1227843
2560,163.1269324
2603,164.1310806
2671,165.1352287
2727,166.1393769
2708,168.1476732
2838,168.1674531
3025,168.187233
3150,168.207013
3261,168.2267929
3378,168.2663528
3412,167.8588578
3416,167.4513628
3471,167.0438678
3365,166.6363728
3232,165.8213829
3086,165.9749378
2768,166.1284927
2484,166.2820476
2065,166.4356026
1739,166.7427124
1303,165.9922948
839,165.2418772
444,164.4914596
249,163.741042
94,162.2402068
10,162.6147655
0,162.9893243
0,163.363883
0,163.7384417
0,164.4875592
0,163.6688731
0,162.850187
0,162.031501
0,161.2128149
0,159.5754428
0,158.9000068
0,158.2245709
0,157.5491349
0,156.873699
0,155.5228271
0,154.9826822
0,154.4425374
0,153.9023925
0,153.3622477
0,152.281958
0,150.4491439
0,148.6163298
0,146.7835157
0,144.9507017
0,141.2850735
0,138.0875538
0,134.8900341
0,131.6925144
0,128.4949947
0,122.0999554
0,118.5444129
0,114.9888704
0,111.4333279
0,104.322243
0,104.4597037
0,104.5971644
0,104.7346251
0,104.8720858
0,105.1470072
0,106.3775038
11,107.6080005
142,108.8384971
265,110.0689937
395,112.529987
558,113.8735461
746,115.2171052
947,116.5606643
1073,117.9042234
1176,120.5913415
1348,124.4641184
1530,128.3368953
1629,132.2096722
1745,136.082449
1808,143.8280028
1869,146.5539015
2011,149.2798001
2190,152.0056988
2349,154.7315975
2490,160.1833948
2647,162.0328198
2748,163.8822447
2866,165.7316696
2899,169.4305195
2919,169.631346
2909,169.8321726
2921,170.0329991
2890,170.2338256
2861,170.6354787
2880,169.8848868
2861,169.1342949
2838,168.383703
2789,167.6331112
2715,166.1319274
2602,165.8804407
2525,165.628954
2422,165.3774673
2337,165.1259806
2262,164.6230072
2218,163.9286097
2090,163.2342123
2000,162.5398149
1955,161.8454175
1933,160.4566227
1922,160.589768
1900,160.7229134
1987,160.8560587
2006,160.9892041
2019,161.2554948
2047,160.9294659
2138,160.6034369
2178,160.2774079
2317,159.6253499
2453,161.0977563
2624,162.5701627
2818,164.0425691
2955,165.5149755
3115,166.9873818
3273,169.9321946
3332,169.7888304
3328,169.6454661
3313,169.5021019
3196,169.3587376
3049,169.0720091
2798,168.6710068
2820,168.2700045
2197,167.8690021
1816,167.4679998
1385,166.6659952
879,165.4461134
457,164.2262316
234,163.0063499
56,161.7864681
0,159.3467046
0,159.6807413
0,160.014778
0,160.3488147
0,160.6828513
0,161.3509247
0,161.6623335
0,161.9737424
0,162.2851512
0,162.59656
0,163.2193777
0,162.1140224
0,161.0086672
0,159.9033119
0,158.7979567
0,156.5872462
0,155.291519
0,153.9957919
0,152.7000648
0,150.1086105
0,145.8319827
0,141.5553549
0,137.2787272
0,128.7254716
0,127.0060449
0,125.2866183
0,123.5671916
0,121.8477649
0,120.1283382
0,116.6894848
0,114.9169454
0,113.1444061
0,111.3718667
0,109.5993273
0,106.0542485
0,105.7814252
0,105.5086019
0,105.2357787
0,104.9629554
0,104.4173088
0,106.7124393
156,109.0075698
305,111.3027003
504,113.5978308
666,118.1880917
884,119.2302784
1082,120.2724651
1272,121.3146518
1390,123.3990252
1493,126.9576663
