rawsum,joint_angle,
108,125.8014279,54.1985721
340,128.0069544,51.9930456
549,130.2124809,49.7875191
745,132.4180075,47.5819925
973,134.623534,45.376466
1171,136.8290605,43.1709395
1347,141.2401135,38.7598865
1529,142.2079714,37.7920286
1648,143.1758293,36.8241707
1821,144.1436872,35.8563128
1964,145.111545,34.888455
2108,147.0472608,32.9527392
2174,150.0976859,29.9023141
2316,153.148111,26.851889
2366,156.1985361,23.8014639
2369,162.2993863,17.7006137
2354,162.4810514,17.5189486
2259,162.6627165,17.3372835
2125,162.8443816,17.1556184
1987,163.0260467,16.9739533
1843,163.3893769,16.6106231
1682,163.2375277,16.7624723
1510,163.0856784,16.9143216
1417,162.9338292,17.0661708
1260,162.7819799,17.2180201
1127,162.4782814,17.5217186
1073,161.9570559,18.0429441
943,161.4358305,18.5641695
1015,160.9146051,19.0853949
1081,160.3933796,19.6066204
1172,159.3509288,20.6490712
1333,158.5749046,21.4250954
1293,157.7988804,22.2011196
1230,157.0228562,22.9771438
1465,156.2468321,23.7531679
1558,154.6947837,25.3052163
1642,154.9286349,25.0713651
1745,155.162486,24.837514
1824,155.3963372,24.6036628
1708,155.6301883,24.3698117
1771,156.0978906,23.9021094
1818,155.65796,24.34204
1883,155.2180294,24.7819706
1954,154.7780987,25.2219013
1982,154.3381681,25.6618319
2023,153.4583068,26.5416932
2087,154.4902015,25.5097985
2152,155.5220961,24.4779039
2316,156.5539907,23.4460093
2505,157.5858853,22.4141147
2568,159.6496745,20.3503255
2597,160.0752335,19.9247665
2542,160.5007924,19.4992076
2540,160.9263514,19.0736486
2626,161.7774692,18.2225308
2540,163.013152,16.986848
2406,164.2488347,15.7511653
1951,165.4845174,14.5154826
1722,166.7202001,13.2797999
1332,169.1915655,10.8084345
998,168.9043933,11.0956067
607,168.6172211,11.3827789
373,168.3300489,11.6699511
176,168.0428768,11.9571232
51,167.7557046,12.2442954
0,167.1813602,12.8186398
0,167.8023178,12.1976822
0,168.4232753,11.5767247
0,169.0442328,10.9557672
0,169.6651903,10.3348097
0,170.9071054,9.0928946
0,170.5603089,9.4396911
0,170.2135125,9.7864875
0,169.866716,10.133284
0,169.1731231,10.8268769
0,167.9843934,12.0156066
0,166.7956637,13.2043363
0,165.606934,14.393066
0,164.4182042,15.5817958
0,162.0407448,17.9592552
0,161.2309159,18.7690841
0,160.421087,19.578913
0,159.6112581,20.3887419
0,158.8014292,21.1985708
0,157.1817714,22.8182286
0,153.6693423,26.3306577
0,150.1569131,29.8430869
0,146.644484,33.355516
0,143.1320548,36.8679452
0,136.1071965,43.8928035
0,134.7295656,45.2704344
0,133.3519348,46.6480652
0,131.9743039,48.0256961
0,130.5966731,49.4033269
0,127.8414114,52.1585886
0,125.9661042,54.0338958
0,124.0907969,55.9092031
0,122.2154897,57.7845103
0,120.3401825,59.6598175
0,116.589568,63.410432
0,116.9068083,63.0931917
0,117.2240485,62.7759515
0,117.5412887,62.4587113
0,117.858529,62.141471
0,118.4930094,61.5069906
0,120.9591532,59.0408468
0,123.4252969,56.5747031
0,125.8914406,54.1085594
44,128.3575844,51.6424156
331,133.2898719,46.7101281
624,133.137134,46.862866
896,132.9843962,47.0156038
1213,132.8316583,47.1683417
1490,132.5261827,47.4738173
1691,133.5348911,46.4651089
1865,134.5435996,45.4564004
2041,135.5523081,44.4476919
2151,136.5610166,43.4389834
2270,137.5697251,42.4302749
2426,139.5871421,40.4128579
2497,143.2326355,36.7673645
2583,146.8781289,33.1218711
2660,150.5236223,29.4763777
2682,154.1691157,25.8308843
2648,161.4601025,18.5398975
2579,162.3239013,17.6760987
2436,163.1877,16.8123
2246,164.0514988,15.9485012
2078,165.7790963,14.2209037
1914,165.1479165,14.8520835
1786,164.5167368,15.4832632
1648,163.885557,16.114443
1576,163.2543773,16.7456227
1463,161.9920177,18.0079823
1367,158.1635029,21.8364971
1267,154.334988,25.665012
1289,150.5064732,29.4935268
1185,142.8494435,37.1505565
1119,144.1617664,35.8382336
1081,145.4740892,34.5259108
1015,146.786412,33.213588
1181,148.0987349,31.9012651
950,150.7233806,29.2766194
959,151.6849453,28.3150547
1084,152.64651,27.35349
1219,153.6080747,26.3919253
1224,154.5696395,25.4303605
1369,156.4927689,23.5072311
1323,158.0280903,21.9719097
1457,159.5634118,20.4365882
1569,161.0987332,18.9012668
1692,162.6340546,17.3659454
1827,165.7046975,14.2953025
1913,165.6448217,14.3551783
2027,165.5849459,14.4150541
2120,165.5250702,14.4749298
2172,165.4651944,14.5348056
2238,165.3454428,14.6545572
2315,164.3667332,15.6332668
2346,163.3880236,16.6119764
2608,162.409314,17.590686
2529,160.4518948,19.5481052
2666,160.7462591,19.2537409
2607,161.0406233,18.9593767
2545,161.3349876,18.6650124
2405,161.6293519,18.3706481
2121,161.9237162,18.0762838
1661,162.5124448,17.4875552
1361,163.4429451,16.5570549
1033,164.3734453,15.6265547
708,165.3039456,14.6960544
413,166.2344459,13.7655541
249,168.0954464,11.9045536
111,168.1883567,11.8116433
0,168.281267,11.718733
0,168.3741773,11.6258227
0,168.4670876,11.5329124
0,168.6529081,11.3470919
0,168.6896513,11.3103487
0,168.7263945,11.2736055
0,168.7631376,11.2368624
0,168.7998808,11.2001192
0,168.8733671,11.1266329
0,168.2018356,11.7981644
0,167.5303041,12.4696959
0,166.8587727,13.1412273
0,166.1872412,13.8127588
0,164.8441782,15.1558218
0,164.0694866,15.9305134
0,163.294795,16.705205
0,162.5201034,17.4798966
0,161.7454118,18.2545882
0,160.1960286,19.8039714
0,157.4337816,22.5662184
0,154.6715346,25.3284654
0,151.9092876,28.0907124
0,149.1470406,30.8529594
0,143.6225467,36.3774533
0,142.5822523,37.4177477
0,141.5419578,38.4580422
0,140.5016634,39.4983366
0,139.461369,40.538631
0,137.3807802,42.6192198
0,133.4234114,46.5765886
0,129.4660425,50.5339575
0,125.5086737,54.4913263
0,117.593936,62.406064
0,117.1355322,62.8644678
0,116.6771284,63.3228716
0,116.2187245,63.7812755
0,115.7603207,64.2396793
0,114.8435131,65.1564869
0,116.3951073,63.6048927
0,117.9467016,62.0532984
0,119.4982959,60.5017041
0,121.0498901,58.9501099
0,124.1530787,55.8469213
17,125.3336855,54.6663145
243,126.5142924,53.4857076
587,127.6948992,52.3051008
883,128.8755061,51.1244939
1218,131.2367198,48.7632802
1547,133.8934692,46.1065308
1870,136.5502186,43.4497814
2078,139.2069681,40.7930319
2266,141.8637175,38.1362825
2439,144.5204669,35.4795331
2569,149.8339658,30.1660342
2656,149.3495625,30.6504375
2661,148.8651592,31.1348408
2606,148.3807559,31.6192441
2554,147.8963526,32.1036474
2473,146.927546,33.072454
2431,147.2589971,32.7410029
2316,147.5904482,32.4095518
2190,147.9218993,32.0781007
2098,148.2533505,31.7466495
1891,148.9162527,31.0837473
1731,150.3266802,29.6733198
1490,151.7371077,28.2628923
1385,153.1475351,26.8524649
1307,154.5579626,25.4420374
1262,157.3788176,22.6211824
1193,156.627726,23.372274
1126,155.8766345,24.1233655
1101,155.125543,24.874457
1241,153.6233599,26.3766401
1436,150.8947484,29.1052516
1385,148.166137,31.833863
1469,145.4375255,34.5624745
1526,142.708914,37.291086
1587,137.2516911,42.7483089
1687,133.6715835,46.3284165
1743,130.0914759,49.9085241
1811,126.5113683,53.4886317
1869,119.3511531,60.6488469
1943,127.4530044,52.5469956
1968,135.5548557,44.4451443
1989,143.656707,36.343293
2010,151.7585583,28.2414417
1995,159.8604096,20.1395904
2023,176.0641122,3.9358878
2061,175.8430707,4.1569293
2129,175.6220292,4.3779708
2144,175.4009877,4.5990123
2190,175.1799462,4.8200538
2257,174.7378632,5.2621368
2398,171.9850692,8.0149308
2452,169.2322752,10.7677248
2638,166.4794812,13.5205188
2590,160.9738933,19.0261067
2554,160.5617845,19.4382155
2593,160.1496757,19.8503243
2403,159.7375669,20.2624331
2036,158.9133493,21.0866507
1789,159.9353525,20.0646475
1521,160.9573557,19.0426443
1139,161.9793588,18.0206412
755,163.001362,16.998638
482,165.0453684,14.9546316
281,165.1761674,14.8238326
120,165.3069665,14.6930335
0,165.4377655,14.5622345
0,165.5685645,14.4314355
0,165.8301626,14.1698374
0,165.8050843,14.1949157
0,165.780006,14.219994
0,165.7549277,14.2450723
0,165.7298494,14.2701506
0,165.6796927,14.3203073
0,165.3562521,14.6437479
0,165.0328115,14.9671885
0,164.7093708,15.2906292
0,164.3859302,15.6140698
0,163.7390489,16.2609511
0,162.6659408,17.3340592
0,161.5928327,18.4071673
0,160.5197246,19.4802754
0,159.4466165,20.5533835
0,157.3004002,22.6995998
0,156.8482081,23.1517919
0,156.3960159,23.6039841
0,155.9438238,24.0561762
0,155.4916316,24.5083684
0,154.5872474,25.4127526
0,152.3693885,27.6306115
0,150.1515297,29.8484703
0,147.9336709,32.0663291
0,145.715812,34.284188
0,141.2800944,38.7199056
0,137.6313795,42.3686205
0,133.9826647,46.0173353
0,130.3339498,49.6660502
0,123.0365202,56.9634798
0,121.7660093,58.2339907
0,120.4954984,59.5045016
0,119.2249875,60.7750125
0,117.9544767,62.0455233
0,115.4134549,64.5865451
0,116.2178083,63.7821917
0,117.0221617,62.9778383
0,117.826515,62.173485
0,118.6308684,61.3691316
0,120.2395752,59.7604248
0,120.4329805,59.5670195
0,120.6263859,59.3736141
0,120.8197913,59.1802087
122,121.0131966,58.9868034
256,121.4000074,58.5999926
503,124.1455563,55.8544437
684,126.8911052,53.1088948
939,129.6366541,50.3633459
1197,132.3822031,47.6177969
1371,137.8733009,42.1266991
1482,139.1701468,40.8298532
1679,140.4669926,39.5330074
1920,141.7638385,38.2361615
2211,143.0606844,36.9393156
2334,145.6543761,34.3456239
2485,146.2213138,33.7786862
2686,146.7882515,33.2117485
2827,147.3551892,32.6448108
2872,148.4890647,31.5109353
2867,149.1235325,30.8764675
2803,149.7580004,30.2419996
2656,150.3924682,29.6075318
2472,151.0269361,28.9730639
2273,152.2958717,27.7041283
2075,149.7972113,30.2027887
1916,147.2985508,32.7014492
1762,144.7998904,35.2001096
1607,142.3012299,37.6987701
1474,137.303909,42.696091
1214,137.8679901,42.1320099
1080,138.4320711,41.5679289
1132,138.9961522,41.0038478
1091,140.1243144,39.8756856
868,134.4630661,45.5369339
947,128.8018178,51.1981822
991,123.1405696,56.8594304
1099,117.4793213,62.5206787
1095,106.1568248,73.8431752
1108,115.2084577,64.7915423
1131,124.2600907,55.7399093
1239,133.3117237,46.6882763
1141,142.3633566,37.6366434
1311,160.4666226,19.5333774
1645,159.8114255,20.1885745
1721,159.1562285,20.8437715
1597,158.5010314,21.4989686
1715,157.8458344,22.1541656
1805,156.5354403,23.4645597
1902,156.5245927,23.4754073
2000,156.5137451,23.4862549
2094,156.5028975,23.4971025
2161,156.4920499,23.5079501
2217,156.4703547,23.5296453
2343,156.7244355,23.2755645
2592,156.9785162,23.0214838
2780,157.232597,22.767403
2805,157.7407586,22.2592414
2770,158.9280079,21.0719921
2589,160.1152573,19.8847427
2467,161.3025066,18.6974934
2241,162.4897559,17.5102441
1911,164.8642546,15.1357454
1696,164.704608,15.295392
1391,164.5449615,15.4550385
951,164.3853149,15.6146851
639,164.2256683,15.7743317
392,164.0660218,15.9339782
207,163.7467286,16.2532714
83,164.1831342,15.8168658
16,164.6195398,15.3804602
0,165.0559454,14.9440546
0,165.4923509,14.5076491
0,166.3651621,13.6348379
0,166.6051822,13.3948178
0,166.8452024,13.1547976
0,167.0852225,12.9147775
0,167.5652629,12.4347371
0,167.0979438,12.9020562
0,166.6306247,13.3693753
0,166.1633056,13.8366944
0,165.6959865,14.3040135
0,164.7613483,15.2386517
0,163.8903988,16.1096012
0,163.0194493,16.9805507
0,162.1484998,17.8515002
0,161.2775503,18.7224497
0,159.5356514,20.4643486
0,159.4609054,20.5390946
0,159.3861594,20.6138406
0,159.3114134,20.6885866
0,159.2366674,20.7633326
0,159.0871754,20.9128246
0,154.4705116,25.5294884
0,149.8538479,30.1461521
