rawsum,joint_angle,
1040,158.6067649,21.3932351
1169,159.2314355,20.7685645
1258,160.4807765,19.5192235
1345,160.7515655,19.2484345
1391,161.0223545,18.9776455
1439,161.2931434,18.7068566
1501,161.5639324,18.4360676
1523,162.1055104,17.8944896
1499,162.9496865,17.0503135
1463,163.7938626,16.2061374
1373,164.6380388,15.3619612
1265,165.4822149,14.5177851
1123,167.1705671,12.8294329
941,168.0951782,11.9048218
698,169.0197893,10.9802107
502,169.9444004,10.0555996
286,171.7936225,8.2063775
130,171.4680177,8.5319823
23,171.142413,8.857587
0,170.8168082,9.1831918
0,170.1655986,9.8344014
0,169.4251397,10.5748603
0,168.6846808,11.3153192
0,167.9442219,12.0557781
0,167.203763,12.796237
0,165.7228451,14.2771549
0,165.1627334,14.8372666
0,164.6026217,15.3973783
0,164.04251,15.95749
0,163.4823983,16.5176017
0,162.3621748,17.6378252
0,161.9814486,18.0185514
0,161.6007224,18.3992776
0,161.2199962,18.7800038
0,160.8392699,19.1607301
0,160.0778175,19.9221825
0,159.3865535,20.6134465
0,158.6952895,21.3047105
0,158.0040256,21.9959744
0,157.3127616,22.6872384
0,155.9302337,24.0697663
0,153.5795434,26.4204566
0,151.2288531,28.7711469
0,148.8781628,31.1218372
0,144.1767822,35.8232178
0,142.7089276,37.2910724
0,141.241073,38.758927
0,139.7732184,40.2267816
0,138.3053638,41.6946362
0,135.3696546,44.6303454
0,134.248692,45.751308
0,133.1277294,46.8722706
0,132.0067669,47.9932331
0,129.7648417,50.2351583
0,128.0438331,51.9561669
0,126.3228245,53.6771755
0,124.6018159,55.3981841
0,122.8808073,57.1191927
0,121.1597986,58.8402014
0,117.7177814,62.2822186
0,117.6073243,62.3926757
0,117.4968673,62.5031327
0,117.3864102,62.6135898
0,117.2759532,62.7240468
0,117.055039,62.944961
0,119.834816,60.165184
118,122.614593,57.385407
364,125.3943699,54.6056301
724,130.9539239,49.0460761
1008,132.1251449,47.8748551
1327,133.2963658,46.7036342
1497,134.4675868,45.5324132
1578,135.6388077,44.3611923
1612,137.9812496,42.0187504
1679,142.1460348,37.8539652
1730,146.3108199,33.6891801
1789,150.475605,29.524395
1833,154.6403901,25.3596099
1874,162.9699604,17.0300396
1877,165.0925334,14.9074666
1845,167.2151065,12.7848935
1753,169.3376796,10.6623204
1642,173.5828257,6.4171743
1512,173.9124362,6.0875638
1371,174.2420468,5.7579532
1243,174.5716574,5.4283426
1087,174.9012679,5.0987321
942,175.5604891,4.4395109
803,175.3970525,4.6029475
718,175.233616,4.766384
642,175.0701795,4.9298205
574,174.906743,5.093257
524,174.57987,5.42013
471,173.834358,6.165642
444,173.0888461,6.9111539
414,172.3433341,7.6566659
361,170.8523103,9.1476897
355,170.2712948,9.7287052
344,169.6902794,10.3097206
320,169.1092639,10.8907361
318,168.5282485,11.4717515
340,167.3662176,12.6337824
364,164.9590257,15.0409743
391,162.5518337,17.4481663
468,160.1446418,19.8553582
542,155.330258,24.669742
613,155.5236865,24.4763135
659,155.717115,24.282885
724,155.9105435,24.0894565
794,156.103972,23.896028
868,156.4908291,23.5091709
964,156.405369,23.594631
1029,156.3199089,23.6800911
1114,156.2344489,23.7655511
1153,156.0635287,23.9364713
1189,157.1876627,22.8123373
1224,158.3117968,21.6882032
1215,159.4359308,20.5640692
1212,160.5600648,19.4399352
1182,162.8083328,17.1916672
1163,162.7367866,17.2632134
1114,162.6652404,17.3347596
1034,162.5936942,17.4063058
935,162.522148,17.477852
841,162.3790557,17.6209443
719,163.260602,16.739398
539,164.1421483,15.8578517
369,165.0236946,14.9763054
211,166.7867872,13.2132128
104,166.6209684,13.3790316
54,166.4551496,13.5448504
18,166.2893307,13.7106693
0,166.1235119,13.8764881
0,165.7918743,14.2081257
0,165.8922368,14.1077632
0,165.9925993,14.0074007
0,166.0929618,13.9070382
0,166.1933243,13.8066757
0,166.3940493,13.6059507
0,165.5735759,14.4264241
0,164.7531025,15.2468975
0,163.9326291,16.0673709
0,162.2916823,17.7083177
0,162.102727,17.897273
0,161.9137717,18.0862283
0,161.7248164,18.2751836
0,161.5358611,18.4641389
0,161.1579504,18.8420496
0,159.7119974,20.2880026
0,158.2660445,21.7339555
0,156.8200915,23.1799085
0,153.9281855,26.0718145
0,153.3748546,26.6251454
0,152.8215237,27.1784763
0,152.2681928,27.7318072
0,151.161531,28.838469
0,147.7298504,32.2701496
0,144.2981699,35.7018301
0,140.8664893,39.1335107
0,137.4348087,42.5651913
0,130.5714476,49.4285524
0,129.1139073,50.8860927
0,127.6563671,52.3436329
0,126.1988268,53.8011732
0,124.7412865,55.2587135
0,123.2837463,56.7162537
0,120.3686657,59.6313343
0,121.0366747,58.9633253
0,121.7046837,58.2953163
0,122.3726927,57.6273073
0,123.0407017,56.9592983
0,124.3767197,55.6232803
0,123.4554257,56.5445743
0,122.5341316,57.4658684
0,121.6128376,58.3871624
0,119.7702496,60.2297504
0,121.0300233,58.9699767
0,122.289797,57.710203
44,123.5495708,56.4504292
189,124.8093445,55.1906555
412,127.328892,52.671108
613,128.9788324,51.0211676
836,130.6287728,49.3712272
1034,132.2787132,47.7212868
1143,133.9286537,46.0713463
1221,135.5785941,44.4214059
1296,138.8784749,41.1215251
1399,141.3544764,38.6455236
1569,143.8304779,36.1695221
1679,146.3064794,33.6935206
1792,151.2584824,28.7415176
1912,155.2986643,24.7013357
2011,159.3388462,20.6611538
2037,163.3790282,16.6209718
2087,167.4192101,12.5807899
2072,175.499574,4.500426
2029,175.4581432,4.5418568
1961,175.4167125,4.5832875
1860,175.3752818,4.6247182
1735,175.2924203,4.7075797
1594,175.0076875,4.9923125
1445,174.7229547,5.2770453
1310,174.4382219,5.5617781
1158,173.8687563,6.1312437
1035,173.26335,6.73665
936,172.6579438,7.3420562
845,172.0525375,7.9474625
754,171.4471313,8.5528687
701,170.841725,9.158275
653,169.6309125,10.3690875
605,169.0664851,10.9335149
568,168.5020576,11.4979424
525,167.9376302,12.0623698
514,167.3732028,12.6267972
527,166.244348,13.755652
505,165.2278904,14.7721096
489,164.2114329,15.7885671
526,163.1949753,16.8050247
568,162.1785177,17.8214823
624,160.1456026,19.8543974
692,160.7460005,19.2539995
784,161.3463984,18.6536016
891,161.9467964,18.0532036
965,162.5471943,17.4528057
1080,163.7479902,16.2520098
1138,164.0554558,15.9445442
1226,164.3629214,15.6370786
1268,164.670387,15.329613
1299,165.2853181,14.7146819
1355,165.0527872,14.9472128
1356,164.8202562,15.1797438
1357,164.5877252,15.4122748
1386,164.3551942,15.6448058
1362,163.8901323,16.1098677
1288,163.8745302,16.1254698
1163,163.8589282,16.1410718
1023,163.8433262,16.1566738
851,163.8277241,16.1722759
691,163.7965201,16.2034799
526,165.3207275,14.6792725
269,166.844935,13.155065
111,168.3691424,11.6308576
78,171.4175573,8.5824427
35,170.8137359,9.1862641
0,170.2099145,9.7900855
0,169.6060931,10.3939069
0,169.0022717,10.9977283
0,168.3984503,11.6015497
0,167.1908075,12.8091925
0,166.5177875,13.4822125
0,165.8447675,14.1552325
0,165.1717475,14.8282525
0,163.8257074,16.1742926
0,163.5819007,16.4180993
0,163.3380939,16.6619061
0,163.0942871,16.9057129
0,162.6066736,17.3933264
0,161.9338464,18.0661536
0,161.2610193,18.7389807
0,160.5881921,19.4118079
0,159.9153649,20.0846351
0,158.5697106,21.4302894
0,157.4830853,22.5169147
0,156.39646,23.60354
0,155.3098347,24.6901653
0,153.136584,26.863416
0,151.9201855,28.0798145
0,150.703787,29.296213
0,149.4873885,30.5126115
0,148.27099,31.72901
0,145.838193,34.161807
0,143.8110044,36.1889956
0,141.7838158,38.2161842
0,139.7566273,40.2433727
0,135.7022501,44.2977499
0,131.4238395,48.5761605
0,127.1454289,52.8545711
0,122.8670183,57.1329817
0,114.3101971,65.6898029
0,115.6506171,64.3493829
0,116.9910372,63.0089628
0,118.3314572,61.6685428
0,119.6718772,60.3281228
0,122.3527172,57.6472828
0,122.9622921,57.0377079
0,123.5718669,56.4281331
0,124.1814417,55.8185583
0,124.7910166,55.2089834
0,126.0101663,53.9898337
0,126.7767625,53.2232375
80,127.5433587,52.4566413
184,128.3099549,51.6900451
305,129.0765511,50.9234489
411,130.6097435,49.3902565
507,133.0439092,46.9560908
584,135.4780749,44.5219251
646,137.9122405,42.0877595
753,140.3464062,39.6535938
877,142.7805719,37.2194281
1021,147.6489032,32.3510968
1218,148.8487665,31.1512335
1374,150.0486298,29.9513702
1505,151.248493,28.751507
1609,153.6482196,26.3517804
1670,156.3050559,23.6949441
1700,158.9618923,21.0381077
1716,161.6187286,18.3812714
1709,164.275565,15.724435
1690,166.9324013,13.0675987
1647,172.246074,7.753926
1576,172.4488225,7.5511775
1480,172.6515711,7.3484289
1349,172.8543197,7.1456803
1211,173.0570683,6.9429317
1066,173.4625654,6.5374346
885,173.0748245,6.9251755
770,172.6870835,7.3129165
650,172.2993426,7.7006574
539,171.5238606,8.4761394
433,171.3607763,8.6392237
385,171.197692,8.802308
299,171.0346077,8.9653923
226,170.8715234,9.1284766
184,170.5453547,9.4546453
163,169.5898033,10.4101967
197,168.6342519,11.3657481
242,167.6787004,12.3212996
265,166.723149,13.276851
353,164.8120461,15.1879539
434,163.8160205,16.1839795
525,162.8199948,17.1800052
607,160.8279434,19.1720566
721,160.7610608,19.2389392
822,160.6941782,19.3058218
910,160.6272955,19.3727045
1024,160.5604129,19.4395871
1147,160.4266476,19.5733524
1237,159.9108756,20.0891244
1335,159.3951036,20.6048964
1413,158.8793316,21.1206684
1485,157.8477877,22.1522123
1520,159.4668065,20.5331935
1527,161.0858254,18.9141746
1526,162.7048442,17.2951558
1520,164.3238631,15.6761369
1451,167.5619008,12.4380992
1348,167.6362177,12.3637823
1250,167.7105346,12.2894654
1129,167.7848515,12.2151485
966,167.9334854,12.0665146
762,168.4745311,11.5254689
508,169.0155768,10.9844232
274,169.5566225,10.4433775
128,170.6387139,9.3612861
11,170.0014949,9.9985051
0,169.3642759,10.6357241
0,168.7270569,11.2729431
0,168.0898378,11.9101622
0,166.8153998,13.1846002
0,166.2677039,13.7322961
0,165.7200081,14.2799919
0,165.1723122,14.8276878
0,164.6246164,15.3753836
0,163.5292247,16.4707753
0,163.0627328,16.9372672
0,162.596241,17.403759
0,162.1297492,17.8702508
0,161.6632573,18.3367427
0,160.7302736,19.2697264
0,160.397097,19.602903
0,160.0639204,19.9360796
0,159.7307437,20.2692563
0,159.3975671,20.6024329
0,158.7312139,21.2687861
0,158.2948887,21.7051113
0,157.8585636,22.1414364
0,157.4222384,22.5777616
0,156.9859133,23.0140867
0,156.113263,23.886737
0,152.7772796,27.2227204
0,149.4412962,30.5587038
0,146.1053128,33.8946872
0,139.433346,40.566654
0,137.4337538,42.5662462
0,135.4341616,44.5658384
0,133.4345695,46.5654305
0,131.4349773,48.5650227
0,129.4353851,50.5646149
0,125.4362008,54.5637992
0,124.583129,55.416871
0,123.7300572,56.2699428
0,122.8769854,57.1230146
0,121.1708419,58.8291581
0,120.5378023,59.4621977
0,119.9047628,60.0952372
0,119.2717232,60.7282768
0,118.0056442,61.9943558
0,120.503218,59.496782
0,123.0007918,56.9992082
0,125.4983656,54.5016344
0,127.9959395,52.0040605
137,132.9910871,47.0089129
275,132.7096048,47.2903952
482,132.4281224,47.5718776
697,132.1466401,47.8533599
984,131.8651578,48.1348422
1228,131.3021931,48.6978069
1412,132.6535305,47.3464695
1570,134.0048679,45.9951321
1757,135.3562053,44.6437947
1902,138.05888,41.94112
2024,142.1810338,37.8189662
2084,146.3031876,33.6968124
2141,150.4253414,29.5746586
2107,158.669649,21.330351
2082,160.2805767,19.7194233
2072,161.8915044,18.1084956
2022,163.5024322,16.4975678
1970,165.1133599,14.8866401
1895,168.3352154,11.6647846
1789,168.2595425,11.7404575
1678,168.1838697,11.8161303
1528,168.1081968,11.8918032
1411,168.032524,11.967476
1272,167.8811783,12.1188217
1156,168.501078,11.498922
1030,169.1209776,10.8790224
947,169.7408773,10.2591227
859,170.360777,9.639223
772,171.6005763,8.3994237
708,170.9882767,9.0117233
676,170.3759771,9.6240229
625,169.7636775,10.2363225
599,169.1513779,10.8486221
585,167.9267786,12.0732214
542,167.0705405,12.9294595
538,166.2143023,13.7856977
550,165.3580642,14.6419358
550,164.501826,15.498174
573,162.7893497,17.2106503
585,162.5258378,17.4741622
596,162.2623259,17.7376741
604,161.998814,18.001186
628,161.7353021,18.2646979
726,161.2082783,18.7917217
799,160.906641,19.093359
895,160.6050038,19.3949962
1008,160.3033665,19.6966335
1096,160.0017292,19.9982708
1171,159.3984547,20.6015453
1207,159.9164552,20.0835448
1265,160.4344558,19.5655442
1299,160.9524563,19.0475437
1318,161.4704569,18.5295431
1363,162.5064579,17.4935421
1332,163.8187541,16.1812459
1321,165.1310503,14.8689497
1291,166.4433464,13.5566536
1227,169.0679388,10.9320612
1166,169.4622363,10.5377637
1082,169.8565339,10.1434661
918,170.2508315,9.7491685
814,170.645129,9.354871
587,171.4337241,8.5662759
418,170.4571435,9.5428565
242,169.4805629,10.5194371
150,168.5039823,11.4960177
42,167.5274017,12.4725983
0,165.5742405,14.4257595
0,165.6478661,14.3521339
0,165.7214916,14.2785084
0,165.7951172,14.2048828
0,165.8687427,14.1312573
0,166.0159938,13.9840062
0,165.7797014,14.2202986
0,165.5434089,14.4565911
0,165.3071164,14.6928836
0,164.8345315,15.1654685
0,164.2362345,15.7637655
0,163.6379376,16.3620624
0,163.0396407,16.9603593
0,161.8430468,18.1569532
0,161.3673706,18.6326294
0,160.8916945,19.1083055
0,160.4160183,19.5839817
0,159.464666,20.535334
0,158.5614795,21.4385205
0,157.658293,22.341707
0,156.7551065,23.2448935
0,155.8519201,24.1480799
0,154.0455471,25.9544529
0,152.8149129,27.1850871
0,151.5842786,28.4157214
0,150.3536443,29.6463557
0,149.1230101,30.8769899
0,147.8923758,32.1076242
0,145.4311073,34.5688927
0,142.6155675,37.3844325
0,139.8000277,40.1999723
0,136.984488,43.015512
0,131.3534084,48.6465916
0,130.3472359,49.6527641
0,129.3410633,50.6589367
0,128.3348908,51.6651092
0,126.3225457,53.6774543
0,126.2696647,53.7303353
0,126.2167837,53.7832163
0,126.1639027,53.8360973
0,126.1110217,53.8889783
0,126.0581408,53.9418592
0,125.9523788,54.0476212
0,128.3252318,51.6747682
0,130.6980848,49.3019152
99,133.0709378,46.9290622
264,135.4437908,44.5562092
496,140.1894967,39.8105033
707,141.2813694,38.7186306
939,142.3732421,37.6267579
1121,143.4651148,36.5348852
1274,144.5569875,35.4430125
1406,146.7407328,33.2592672
1528,148.5342055,31.4657945
1645,150.3276782,29.6723218
1786,152.1211508,27.8788492
1851,155.7080962,24.2919038
1932,158.2757163,21.7242837
1970,160.8433364,19.1566636
1969,163.4109564,16.5890436
1946,165.9785765,14.0214235
1903,171.1138167,8.8861833
1848,171.0031169,8.9968831
1769,170.892417,9.107583
1723,170.7817172,9.2182828
1634,170.6710173,9.3289827
1509,170.5603175,9.4396825
1391,170.3389178,9.6610822
1265,170.2289879,9.7710121
1118,170.119058,9.880942
994,170.0091281,9.9908719
886,169.7892684,10.2107316
762,169.8157362,10.1842638
667,169.8422041,10.1577959
592,169.8686719,10.1313281
534,169.9216077,10.0783923
479,169.8178834,10.1821166
413,169.7141591,10.2858409
366,169.6104348,10.3895652
347,169.4029862,10.5970138
330,167.8298227,12.1701773
342,166.2566592,13.7433408
364,164.6834957,15.3165043
384,163.1103322,16.8896678
436,159.9640052,20.0359948
503,160.1046899,19.8953101
557,160.2453745,19.7546255
632,160.3860592,19.6139408
744,160.5267438,19.4732562
847,160.8081132,19.1918868
945,160.7642788,19.2357212
1010,160.7204444,19.2795556
1120,160.67661,19.32339
1194,160.6327756,19.3672244
1251,160.5451068,19.4548932
1327,161.592322,18.407678
1386,162.6395372,17.3604628
1429,163.6867524,16.3132476
1466,165.7811827,14.2188173
1461,165.7711814,14.2288186
1461,165.76118,14.23882
1391,165.7511786,14.2488214
1298,165.7411773,14.2588227
1208,165.7211746,14.2788254
1098,166.9807421,13.0192579
912,168.2403096,11.7596904
607,169.4998771,10.5001229
412,172.0190121,7.9809879
231,171.2174387,8.7825613
133,170.4158653,9.5841347
36,169.6142919,10.3857081
0,168.8127184,11.1872816
0,167.2095716,12.7904284
0,166.6607241,13.3392759
0,166.1118767,13.8881233
0,165.5630292,14.4369708
0,165.0141818,14.9858182
13,163.9164869,16.0835131
0,163.483986,16.516014
0,163.0514852,16.9485148
0,162.6189843,17.3810157
0,161.7539827,18.2460173
0,161.9387613,18.0612387
0,162.1235399,17.8764601
0,162.3083185,17.6916815
0,162.6778757,17.3221243
0,162.3867556,17.6132444
0,162.0956355,17.9043645
0,161.8045153,18.1954847
0,161.5133952,18.4866048
0,160.9311549,19.0688451
0,159.5457709,20.4542291
0,158.160387,21.839613
0,155.3896191,24.6103809
0,152.802539,27.197461
0,150.2154588,29.7845412
0,147.6283786,32.3716214
0,145.0412984,34.9587016
0,139.867138,40.132862
0,138.1807448,41.8192552
0,136.4943515,43.5056485
0,134.8079583,45.1920417
0,131.4351718,48.5648282
0,129.9372158,50.0627842
0,128.4392597,51.5607403
0,126.9413037,53.0586963
0,125.4433477,54.5566523
0,122.4474356,57.5525644
0,122.3050746,57.6949254
0,122.1627137,57.8372863
0,122.0203528,57.9796472
0,121.8779918,58.1220082
0,121.5932699,58.4067301
0,122.9208325,57.0791675
0,124.2483951,55.7516049
0,125.5759577,54.4240423
0,128.2310829,51.7689171
0,128.6798944,51.3201056
138,129.1287059,50.8712941
260,129.5775173,50.4224827
417,130.0263288,49.9736712
543,130.9239517,49.0760483
658,134.4853837,45.5146163
695,138.0468157,41.9531843
763,141.6082477,38.3917523
866,145.1696798,34.8303202
1010,152.2925438,27.7074562
1175,154.0309331,25.9690669
1323,155.7693224,24.2306776
1427,157.5077117,22.4922883
1501,159.246101,20.753899
1536,162.7228796,17.2771204
1556,163.4394453,16.5605547
1509,164.1560109,15.8439891
1415,164.8725766,15.1274234
1341,165.5891423,14.4108577
1234,167.0222736,12.9777264
1160,167.3202089,12.6797911
1056,167.6181442,12.3818558
947,167.9160795,12.0839205
848,168.5119501,11.4880499
704,168.3985042,11.6014958
633,168.2850583,11.7149417
530,168.1716124,11.8283876
451,168.0581665,11.9418335
404,167.8312746,12.1687254
395,168.345812,11.654188
392,168.8603493,11.1396507
411,169.3748866,10.6251134
439,169.8894239,10.1105761
454,170.9184986,9.0815014
458,169.995653,10.004347
485,169.0728073,10.9271927
504,168.1499617,11.8500383
543,167.2271161,12.7728839
577,165.3814249,14.6185751
603,164.0961017,15.9038983
651,162.8107785,17.1892215
725,161.5254553,18.4745447
778,158.9548089,21.0451911
852,159.3482018,20.6517982
960,159.7415947,20.2584053
1051,160.1349877,19.8650123
1143,160.5283806,19.4716194
1254,161.3151664,18.6848336
1340,160.668661,19.331339
1386,160.0221555,19.9778445
1425,159.3756501,20.6243499
1485,158.0826392,21.9173608
1457,159.2059521,20.7940479
1439,160.329265,19.670735
1405,161.452578,18.547422
1395,162.5758909,17.4241091
1311,164.8225167,15.1774833
1237,166.5995147,13.4004853
1137,168.3765128,11.6234872
965,170.1535108,9.8464892
849,171.9305088,8.0694912
628,175.4845049,4.5154951
429,174.523244,5.476756
194,173.561983,6.438017
57,172.6007221,7.3992779
0,170.6782002,9.3217998
0,170.2022742,9.7977258
0,169.7263482,10.2736518
0,169.2504222,10.7495778
0,168.2985702,11.7014298
0,167.6621656,12.3378344
0,167.0257609,12.9742391
0,166.3893562,13.6106438
0,165.7529516,14.2470484
0,164.4801422,15.5198578
0,164.1801645,15.8198355
0,163.8801868,16.1198132
0,163.5802091,16.4197909
0,163.2802313,16.7197687
0,162.6802759,17.3197241
0,162.1794802,17.8205198
0,161.6786846,18.3213154
0,161.1778889,18.8221111
0,160.6770933,19.3229067
0,159.675502,20.324498
0,158.7973794,21.2026206
0,157.9192569,22.0807431
0,157.0411343,22.9588657
0,156.1630118,23.8369882
0,154.4067667,25.5932333
0,152.5692975,27.4307025
0,150.7318284,29.2681716
0,148.8943592,31.1056408
0,145.2194209,34.7805791
0,142.6314588,37.3685412
0,140.0434966,39.9565034
0,137.4555344,42.5444656
0,134.8675722,45.1324278
0,129.6916479,50.3083521
0,128.7003638,51.2996362
0,127.7090798,52.2909202
0,126.7177957,53.2822043
0,125.7265116,54.2734884
0,123.7439435,56.2560565
0,123.4830766,56.5169234
0,123.2222097,56.7777903
0,122.9613428,57.0386572
0,122.7004759,57.2995241
0,122.1787421,57.8212579
0,123.696555,56.303445
0,125.2143678,54.7856322
0,126.7321806,53.2678194
0,128.2499935,51.7500065
66,131.2856191,48.7143809
187,131.5366111,48.4633889
400,131.7876031,48.2123969
608,132.0385951,47.9614049
857,132.2895871,47.7104129
1044,132.7915711,47.2084289
1154,133.7201609,46.2798391
1275,134.6487507,45.3512493
1413,135.5773404,44.4226596
1509,136.5059302,43.4940698
1670,138.3631097,41.6368903
1762,142.4933687,37.5066313
1811,146.6236276,33.3763724
1815,150.7538866,29.2461134
1807,159.0144046,20.9855954
1793,161.3867522,18.6132478
1763,163.7590998,16.2409002
1747,166.1314474,13.8685526
1727,168.503795,11.496205
1701,173.2484901,6.7515099
1682,172.7654515,7.2345485
1630,172.2824128,7.7175872
1529,171.7993741,8.2006259
1406,170.8332968,9.1667032
1265,171.0859901,8.9140099
1123,171.3386835,8.6613165
1005,171.5913768,8.4086232
893,171.8440702,8.1559298
806,172.3494569,7.6505431
708,172.2952438,7.7047562
621,172.2410307,7.7589693
558,172.1868176,7.8131824
495,172.1326045,7.8673955
398,172.0241784,7.9758216
341,170.1630203,9.8369797
283,168.3018623,11.6981377
256,166.4407043,13.5592957
232,162.7183882,17.2816118
211,162.7182928,17.2817072
188,162.7181973,17.2818027
278,162.7181018,17.2818982
328,162.7180063,17.2819937
469,162.7178154,17.2821846
585,161.5104113,18.4895887
694,160.3030073,19.6969927
826,159.0956032,20.9043968
946,157.8881991,22.1118009
1060,155.473391,24.526609
1127,156.2405647,23.7594353
1236,157.0077385,22.9922615
1270,157.7749123,22.2250877
1321,159.3092598,20.6907402
1358,160.4330833,19.5669167
1362,161.5569069,18.4430931
1332,162.6807305,17.3192695
1275,163.8045541,16.1954459
1214,166.0522013,13.9477987
1116,166.4567074,13.5432926
998,166.8612134,13.1387866
886,167.2657195,12.7342805
680,168.0747317,11.9252683
442,167.9546833,12.0453167
241,167.8346349,12.1653651
117,167.7145865,12.2854135
0,167.5945381,12.4054619
0,167.3544413,12.6455587
0,166.7626479,13.2373521
0,166.1708544,13.8291456
0,165.5790609,14.4209391
0,164.9872675,15.0127325
0,163.8036805,16.1963195
0,163.792024,16.207976
0,163.7803674,16.2196326
0,163.7687108,16.2312892
0,163.7570543,16.2429457
0,163.7337411,16.2662589
0,163.5667421,16.4332579
0,163.3997432,16.6002568
0,163.2327442,16.7672558
0,163.0657452,16.9342548
0,162.8987462,17.1012538
0,162.5647482,17.4352518
0,162.2054608,17.7945392
0,161.8461734,18.1538266
0,161.486886,18.513114
0,161.1275986,18.8724014
0,160.4090238,19.5909762
0,156.682906,23.317094
0,152.9567881,27.0432119
0,149.2306703,30.7693297
0,141.7784346,38.2215654
0,139.5307574,40.4692426
0,137.2830803,42.7169197
0,135.0354032,44.9645968
0,130.5400489,49.4599511
0,130.2330755,49.7669245
0,129.9261021,50.0738979
0,129.6191288,50.3808712
0,129.3121554,50.6878446
0,128.6982087,51.3017913
0,128.7875616,51.2124384
0,128.8769146,51.1230854
0,128.9662675,51.0337325
0,129.0556205,50.9443795
0,129.1449735,50.8550265
0,129.3236794,50.6763206
0,129.0669936,50.9330064
0,128.8103078,51.1896922
0,128.553622,51.446378
0,128.2969362,51.7030638
0,127.7835646,52.2164354
0,129.8995087,50.1004913
118,132.0154528,47.9845472
280,134.1313968,45.8686032
563,138.3632849,41.6367151
822,139.2812986,40.7187014
1072,140.1993123,39.8006877
1201,141.117326,38.882674
1288,142.9533533,37.0466467
1385,147.2567583,32.7432417
1481,151.5601634,28.4398366
1601,155.8635685,24.1364315
1729,160.1669735,19.8330265
1842,168.7737836,11.2262164
1956,169.8504044,10.1495956
1996,170.9270252,9.0729748
2033,172.0036459,7.9963541
2024,173.0802667,6.9197333
2010,175.2335082,4.7664918
1970,175.2571439,4.7428561
1923,175.2807795,4.7192205
1840,175.3044152,4.6955848
1722,175.3280509,4.6719491
1615,175.3753222,4.6246778
1458,175.1415051,4.8584949
1319,174.907688,5.092312
1193,174.6738709,5.3261291
1059,174.4400538,5.5599462
929,173.9724196,6.0275804
833,173.872543,6.127457
741,173.7726663,6.2273337
645,173.6727897,6.3272103
584,173.5729131,6.4270869
523,173.3731599,6.6268401
482,171.6154481,8.3845519
488,169.8577364,10.1422636
468,168.1000246,11.8999754
475,164.584601,15.415399
528,163.5722532,16.4277468
572,162.5599054,17.4400946
625,161.5475575,18.4524425
680,160.5352097,19.4647903
755,158.510514,21.489486
842,156.8475158,23.1524842
935,155.1845176,24.8154824
1021,153.5215194,26.4784806
1118,151.8585212,28.1414788
1221,148.5325248,31.4674752
1328,150.2271721,29.7728279
1453,151.9218194,28.0781806
1519,153.6164668,26.3835332
1585,155.3111141,24.6888859
1628,158.7004087,21.2995913
1621,159.6144509,20.3855491
1622,160.5284931,19.4715069
1584,161.4425352,18.5574648
1503,163.2706196,16.7293804
1366,163.2762708,16.7237292
1266,163.2819219,16.7180781
1090,163.2875731,16.7124269
920,163.2932242,16.7067758
705,163.2988754,16.7011246
479,163.3101777,16.6898223
249,164.5736349,15.4263651
120,165.837092,14.162908
54,167.1005491,12.8994509
0,168.3640062,11.6359938
0,169.6274634,10.3725366
0,172.1543776,7.8456224
0,171.4818582,8.5181418
0,170.8093388,9.1906612
0,170.1368193,9.8631807
0,168.7917805,11.2082195
0,167.8299015,12.1700985
0,166.8680225,13.1319775
0,165.9061435,14.0938565
0,163.9823855,16.0176145
0,163.6967486,16.3032514
0,163.4111117,16.5888883
0,163.1254748,16.8745252
0,162.8398379,17.1601621
0,162.554201,17.445799
0,161.9829271,18.0170729
0,161.7896381,18.2103619
0,161.5963491,18.4036509
0,161.40306,18.59694
0,161.209771,18.790229
0,160.8231929,19.1768071
0,159.7530318,20.2469682
0,158.6828708,21.3171292
0,157.6127097,22.3872903
0,155.4723876,24.5276124
0,153.159267,26.840733
0,150.8461463,29.1538537
0,148.5330257,31.4669743
0,146.2199051,33.7800949
0,143.9067845,36.0932155
0,139.2805432,40.7194568
0,134.9674459,45.0325541
0,130.6543485,49.3456515
0,126.3412511,53.6587489
0,117.7150563,62.2849437
0,118.3098111,61.6901889
0,118.904566,61.095434
0,119.4993209,60.5006791
0,120.0940757,59.9059243
0,121.2835855,58.7164145
0,121.5093005,58.4906995
0,121.7350156,58.2649844
0,121.9607307,58.0392693
0,122.4121609,57.5878391
0,123.193629,56.806371
0,123.9750971,56.0249029
0,124.7565652,55.2434348
158,126.3195013,53.6804987
415,127.2156179,52.7843821
650,128.1117344,51.8882656
916,129.0078509,50.9921491
1118,129.9039675,50.0960325
1253,130.800084,49.199916
1351,132.5923171,47.4076829
1459,136.544661,43.455339
1560,140.497005,39.502995
1649,144.449349,35.550651
1763,148.4016929,31.5983071
1865,156.3063808,23.6936192
1924,157.4473736,22.5526264
1987,158.5883663,21.4116337
2010,159.7293591,20.2706409
2021,162.0113446,17.9886554
2021,164.2698784,15.7301216
1962,166.5284123,13.4715877
1910,168.7869462,11.2130538
1811,171.0454801,8.9545199
1682,175.5625478,4.4374522
1514,175.4738759,4.5261241
1354,175.3852039,4.6147961
1195,175.2965319,4.7034681
1022,175.119188,4.880812
878,173.8909965,6.1090035
766,172.662805,7.337195
643,171.4346135,8.5653865
546,170.206422,9.793578
466,167.750039,12.249961
