rawsum,joint_angle,
1271,168.2843913,11.7156087
1143,168.2420989,11.7579011
1015,168.1998065,11.8001935
908,168.1575141,11.8424859
779,168.0729293,11.9270707
687,167.8432275,12.1567725
576,167.6135257,12.3864743
522,167.3838239,12.6161761
422,167.1541221,12.8458779
385,166.6947185,13.3052815
320,164.6924175,15.3075825
282,162.6901165,17.3098835
253,160.6878155,19.3121845
232,156.6832135,23.3167865
243,157.1216046,22.8783954
270,157.5599957,22.4400043
298,157.9983868,22.0016132
342,158.4367778,21.5632222
385,158.8751689,21.1248311
430,159.751951,20.248049
487,159.2189149,20.7810851
568,158.6858788,21.3141212
635,158.1528427,21.8471573
694,157.6198066,22.3801934
765,156.5537344,23.4462656
859,157.4155926,22.5844074
937,158.2774507,21.7225493
1016,159.1393089,20.8606911
1127,160.8630253,19.1369747
1245,159.9279162,20.0720838
1337,158.9928071,21.0071929
1393,158.057698,21.942302
1417,157.1225889,22.8774111
1398,155.2523707,24.7476293
1381,155.6644732,24.3355268
1368,156.0765757,23.9234243
1351,156.4886782,23.5113218
1258,156.9007807,23.0992193
1185,157.7249858,22.2750142
1101,158.7042077,21.2957923
982,159.6834296,20.3165704
844,160.6626515,19.3373485
682,161.6418734,18.3581266
483,163.6003172,16.3996828
314,165.4958943,14.5041057
159,167.3914713,12.6085287
64,169.2870484,10.7129516
16,173.0782026,6.9217974
0,172.0464032,7.9535968
0,171.0146038,8.9853962
0,169.9828044,10.0171956
0,168.951005,11.048995
0,166.8874062,13.1125938
0,166.5056171,13.4943829
0,166.1238279,13.8761721
0,165.7420388,14.2579612
0,164.9784605,15.0215395
0,164.4076848,15.5923152
0,163.8369091,16.1630909
0,163.2661333,16.7338667
0,162.1245819,17.8754181
0,161.4572222,18.5427778
0,160.7898625,19.2101375
0,160.1225029,19.8774971
0,159.4551432,20.5448568
0,158.1204238,21.8795762
0,157.7380667,22.2619333
0,157.3557096,22.6442904
0,156.9733525,23.0266475
0,156.2086383,23.7913617
0,152.1533497,27.8466503
0,148.098061,31.901939
0,144.0427723,35.9572277
0,135.932195,44.067805
0,135.9274629,44.0725371
0,135.9227307,44.0772693
0,135.9179986,44.0820014
0,135.9132665,44.0867335
0,135.9085343,44.0914657
0,135.8990701,44.1009299
0,132.4356699,47.5643301
0,128.9722698,51.0277302
0,125.5088696,54.4911304
0,122.0454695,57.9545305
0,115.1186692,64.8813308
0,115.2385085,64.7614915
0,115.3583478,64.6416522
0,115.4781871,64.5218129
0,115.7178658,64.2821342
0,116.5949421,63.4050579
0,117.4720184,62.5279816
0,118.3490947,61.6509053
0,119.2261711,60.7738289
116,120.9803237,59.0196763
391,122.9356269,57.0643731
626,124.8909301,55.1090699
849,126.8462332,53.1537668
1019,130.7568396,49.2431604
1156,134.3815809,45.6184191
1306,138.0063221,41.9936779
1416,141.6310634,38.3689366
1578,148.8805459,31.1194541
1714,151.848965,28.151035
1812,154.8173841,25.1826159
1883,157.7858032,22.2141968
1912,163.7226414,16.2773586
1916,163.7591693,16.2408307
1885,163.7956973,16.2043027
1814,163.8322252,16.1677748
1744,163.9052811,16.0947189
1668,163.8026738,16.1973262
1554,163.7000665,16.2999335
1419,163.5974593,16.4025407
1317,163.494852,16.505148
1156,163.3922447,16.6077553
1052,163.1870301,16.8129699
939,163.3074259,16.6925741
824,163.4278218,16.5721782
750,163.5482176,16.4517824
669,163.6686135,16.3313865
622,163.9094051,16.0905949
581,163.6199497,16.3800503
547,163.3304943,16.6695057
538,163.0410389,16.9589611
549,162.4621282,17.5378718
541,162.0585866,17.9414134
541,161.6550451,18.3449549
527,161.2515036,18.7484964
509,160.847962,19.152038
512,160.040879,19.959121
525,159.7835919,20.2164081
570,159.5263049,20.4736951
623,159.2690178,20.7309822
686,159.0117307,20.9882693
779,158.4971566,21.5028434
846,159.0271942,20.9728058
954,159.5572317,20.4427683
1019,160.0872692,19.9127308
1055,161.1473443,18.8526557
1156,160.9908501,19.0091499
1196,160.8343559,19.1656441
1229,160.6778617,19.3221383
1249,160.5213675,19.4786325
1226,160.2083791,19.7916209
1198,161.2586562,18.7413438
1160,162.3089333,17.6910667
1115,163.3592104,16.6407896
1048,165.4597646,14.5402354
980,165.8563312,14.1436688
922,166.2528977,13.7471023
875,166.6494642,13.3505358
743,167.4425973,12.5574027
647,166.9990862,13.0009138
455,166.555575,13.444425
282,166.1120639,13.8879361
146,165.6685527,14.3314473
47,164.7815305,15.2184695
0,164.8797079,15.1202921
0,164.9778853,15.0221147
0,165.0760627,14.9239373
0,165.1742402,14.8257598
0,165.370595,14.629405
0,165.6024495,14.3975505
0,165.8343041,14.1656959
0,166.0661586,13.9338414
0,166.2980131,13.7019869
0,166.7617222,13.2382778
0,167.0089131,12.9910869
0,167.2561039,12.7438961
0,167.5032948,12.4967052
0,167.9976766,12.0023234
0,166.1573526,13.8426474
0,164.3170286,15.6829714
0,162.4767046,17.5232954
0,158.7960566,21.2039434
0,158.1202342,21.8797658
0,157.4444117,22.5555883
0,156.7685893,23.2314107
0,156.0927669,23.9072331
0,154.741122,25.258878
0,153.6457761,26.3542239
0,152.5504303,27.4495697
0,151.4550845,28.5449155
0,149.2643928,30.7356072
0,146.3976947,33.6023053
0,143.5309967,36.4690033
0,140.6642986,39.3357014
0,137.7976006,42.2023994
0,134.9309025,45.0690975
0,129.1975064,50.8024936
0,127.102338,52.897662
0,125.0071696,54.9928304
0,122.9120012,57.0879988
0,118.7216644,61.2783356
0,118.9978897,61.0021103
0,119.274115,60.725885
0,119.5503403,60.4496597
0,120.1027909,59.8972091
0,120.6788244,59.3211756
0,121.2548578,58.7451422
0,121.8308912,58.1691088
0,122.4069246,57.5930754
0,123.5589915,56.4410085
63,124.6640658,55.3359342
245,125.7691401,54.2308599
501,126.8742145,53.1257855
757,127.9792888,52.0207112
1025,130.1894375,49.8105625
1234,132.0558796,47.9441204
1404,133.9223217,46.0776783
1551,135.7887637,44.2112363
1654,137.6552058,42.3447942
1769,141.38809,38.61191
1891,144.286248,35.713752
1939,147.1844061,32.8155939
1995,150.0825641,29.9174359
2032,155.8788802,24.1211198
2014,158.4618611,21.5381389
1981,161.044842,18.955158
1906,163.6278229,16.3721771
1788,166.2108038,13.7891962
1677,171.3767656,8.6232344
1552,171.4689259,8.5310741
1437,171.5610862,8.4389138
1294,171.6532465,8.3467535
1151,171.7454068,8.2545932
1051,171.9297274,8.0702726
930,170.5060668,9.4939332
792,169.0824062,10.9175938
694,167.6587456,12.3412544
603,166.235085,13.764915
529,163.3877637,16.6122363
473,164.2200656,15.7799344
434,165.0523675,14.9476325
405,165.8846693,14.1153307
360,166.7169712,13.2830288
329,167.5492731,12.4507269
316,169.2138768,10.7861232
328,168.453913,11.546087
323,167.6939491,12.3060509
368,166.9339853,13.0660147
453,165.4140576,14.5859424
501,165.227984,14.772016
605,165.0419105,14.9580895
678,164.855837,15.144163
734,164.4836899,15.5163101
813,163.6951553,16.3048447
912,162.9066207,17.0933793
984,162.1180861,17.8819139
1035,161.3295514,18.6704486
1107,159.7524822,20.2475178
1170,159.5306439,20.4693561
1210,159.3088055,20.6911945
1255,159.0869672,20.9130328
1263,158.8651288,21.1348712
1247,158.4214521,21.5785479
1228,159.2333377,20.7666623
1166,160.0452233,19.9547767
1093,160.8571089,19.1428911
1038,162.4808801,17.5191199
985,162.4868376,17.5131624
861,162.4927952,17.5072048
703,162.4987527,17.5012473
530,162.5047103,17.4952897
337,162.5166253,17.4833747
192,163.9547595,16.0452405
85,165.3928937,14.6071063
20,166.8310279,13.1689721
0,169.7072963,10.2927037
0,169.3687998,10.6312002
0,169.0303033,10.9696967
0,168.6918068,11.3081932
0,168.0148138,11.9851862
0,166.5854706,13.4145294
0,165.1561273,14.8438727
0,163.7267841,16.2732159
0,162.2974409,17.7025591
0,159.4387544,20.5612456
0,159.2891449,20.7108551
0,159.1395353,20.8604647
0,158.9899258,21.0100742
0,158.8403162,21.1596838
0,158.5410971,21.4589029
0,157.9988198,22.0011802
0,157.4565424,22.5434576
0,156.914265,23.085735
0,156.3719876,23.6280124
0,155.2874328,24.7125672
0,154.4453783,25.5546217
0,153.6033238,26.3966762
0,152.7612693,27.2387307
0,151.9192148,28.0807852
0,150.2351058,29.7648942
0,146.2590153,33.7409847
0,142.2829248,37.7170752
0,138.3068343,41.6931657
0,134.3307438,45.6692562
0,126.3785627,53.6214373
0,125.2861645,54.7138355
0,124.1937663,55.8062337
0,123.1013681,56.8986319
0,122.0089699,57.9910301
0,119.8241735,60.1758265
0,119.4619492,60.5380508
0,119.0997248,60.9002752
0,118.7375005,61.2624995
0,118.0130517,61.9869483
0,118.3061877,61.6938123
0,118.5993237,61.4006763
0,118.8924596,61.1075404
0,119.1855956,60.8144044
0,119.4787315,60.5212685
0,120.0650034,59.9349966
0,120.6268335,59.3731665
0,121.1886637,58.8113363
0,121.7504938,58.2495062
20,122.3123239,57.6876761
157,123.4359841,56.5640159
345,125.9522578,54.0477422
545,128.4685315,51.5314685
783,130.9848051,49.0151949
1016,136.0173525,43.9826475
1177,138.3725635,41.6274365
1308,140.7277746,39.2722254
1456,143.0829856,36.9170144
1579,145.4381967,34.5618033
1721,150.1486188,29.8513812
1845,151.7316849,28.2683151
1947,153.3147509,26.6852491
2010,154.897817,25.102183
2048,156.4808831,23.5191169
2044,159.6470153,20.3529847
2015,161.765701,18.234299
1955,163.8843868,16.1156132
1875,166.0030725,13.9969275
1760,170.240444,9.759556
1643,170.1158808,9.8841192
1492,169.9913176,10.0086824
1324,169.8667544,10.1332456
1166,169.617628,10.382372
1037,169.7410592,10.2589408
907,169.8644904,10.1355096
774,169.9879215,10.0120785
682,170.1113527,9.8886473
615,170.2347839,9.7652161
585,170.4816462,9.5183538
538,166.6638753,13.3361247
501,162.8461043,17.1538957
467,159.0283334,20.9716666
437,155.2105624,24.7894376
402,147.5750205,32.4249795
356,148.8397553,31.1602447
346,150.1044901,29.8955099
332,151.3692249,28.6307751
396,152.6339597,27.3660403
392,155.1634293,24.8365707
414,156.4779091,23.5220909
494,157.792389,22.207611
598,159.1068688,20.8931312
727,161.7358285,18.2641715
833,161.6039124,18.3960876
966,161.4719963,18.5280037
1061,161.3400802,18.6599198
1141,161.2081641,18.7918359
1209,160.9443319,19.0556681
1302,160.978475,19.021525
1341,161.0126182,18.9873818
1369,161.0467613,18.9532387
1380,161.0809044,18.9190956
1366,161.1491907,18.8508093
1380,161.8479669,18.1520331
1318,162.5467432,17.4532568
1284,163.2455194,16.7544806
1241,163.9442956,16.0557044
1097,165.3418481,14.6581519
906,165.9477048,14.0522952
664,166.5535616,13.4464384
448,167.1594184,12.8405816
210,167.7652752,12.2347248
123,168.9769887,11.0230113
0,168.612462,11.387538
0,168.2479354,11.7520646
0,167.5188821,12.4811179
0,167.9119266,12.0880734
0,168.304971,11.695029
0,168.6980155,11.3019845
0,169.4841044,10.5158956
0,168.2532899,11.7467101
0,167.0224753,12.9775247
0,165.7916608,14.2083392
0,164.5608463,15.4391537
0,162.0992173,17.9007827
0,161.8408624,18.1591376
0,161.5825075,18.4174925
0,161.3241527,18.6758473
0,161.0657978,18.9342022
0,160.8074429,19.1925571
0,160.2907332,19.7092668
0,159.3993123,20.6006877
0,158.5078915,21.4921085
0,157.6164707,22.3835293
0,156.7250499,23.2749501
0,154.9422082,25.0577918
0,153.3089015,26.6910985
0,151.6755948,28.3244052
0,150.042288,29.957712
0,146.7756746,33.2243254
0,143.7366481,36.2633519
0,140.6976216,39.3023784
0,137.658595,42.341405
0,134.6195685,45.3804315
0,128.5415155,51.4584845
0,128.267327,51.732673
0,127.9931384,52.0068616
0,127.7189499,52.2810501
0,127.4447613,52.5552387
0,126.8963842,53.1036158
0,125.670349,54.329651
0,124.4443137,55.5556863
0,123.2182785,56.7817215
0,121.9922433,58.0077567
0,119.5401728,60.4598272
0,120.172102,59.827898
0,120.8040312,59.1959688
0,121.4359604,58.5640396
0,122.6998188,57.3001812
35,123.0792989,56.9207011
210,123.4587789,56.5412211
438,123.838259,56.161741
642,124.217739,55.782261
895,124.9766991,55.0233009
1072,128.8037545,51.1962455
1191,132.63081,47.36919
1265,136.4578654,43.5421346
1367,140.2849209,39.7150791
1512,144.1119763,35.8880237
1625,151.7660872,28.2339128
1712,153.023534,26.976466
1762,154.2809808,25.7190192
1811,155.5384275,24.4615725
1798,158.0533211,21.9466789
1748,161.6199486,18.3800514
1662,165.1865762,14.8134238
1562,168.7532037,11.2467963
1464,175.8864588,4.1135412
1364,175.7831179,4.2168821
1269,175.679777,4.320223
1156,175.5764361,4.4235639
1054,175.3697543,4.6302457
952,175.1807624,4.8192376
829,174.9917704,5.0082296
718,174.8027785,5.1972215
629,174.6137865,5.3862135
535,174.2358026,5.7641974
478,172.689538,7.310462
447,171.1432733,8.8567267
418,169.5970087,10.4029913
367,168.0507441,11.9492559
360,164.9582148,15.0417852
375,165.2036772,14.7963228
402,165.4491397,14.5508603
439,165.6946021,14.3053979
466,165.9400645,14.0599355
499,166.4309894,13.5690106
518,165.644937,14.355063
558,164.8588847,15.1411153
572,164.0728323,15.9271677
586,162.5007276,17.4992724
624,162.6443531,17.3556469
677,162.7879785,17.2120215
717,162.931604,17.068396
823,163.0752295,16.9247705
902,163.3624804,16.6375196
985,163.3775289,16.6224711
1074,163.3925775,16.6074225
1145,163.407626,16.592374
1225,163.4226745,16.5773255
1297,163.4527716,16.5472284
1358,163.3186258,16.6813742
1365,163.1844801,16.8155199
1389,163.0503343,16.9496657
1341,162.9161886,17.0838114
1257,162.647897,17.352103
1165,163.4109452,16.5890548
1013,164.1739933,15.8260067
839,164.9370415,15.0629585
551,165.7000896,14.2999104
338,167.2261859,12.7738141
191,167.575432,12.424568
63,167.9246782,12.0753218
0,168.2739244,11.7260756
0,168.6231705,11.3768295
0,169.3216628,10.6783372
0,169.6519223,10.3480777
0,169.9821818,10.0178182
0,170.3124413,9.6875587
0,170.6427007,9.3572993
0,171.3032197,8.6967803
0,169.748293,10.251707
0,168.1933663,11.8066337
0,166.6384395,13.3615605
0,163.5285861,16.4714139
0,162.9902919,17.0097081
0,162.4519977,17.5480023
0,161.9137035,18.0862965
0,161.3754094,18.6245906
0,160.298821,19.701179
0,159.4704513,20.5295487
0,158.6420816,21.3579184
0,157.813712,22.186288
0,156.1569727,23.8430273
0,154.9462328,25.0537672
0,153.7354929,26.2645071
0,152.524753,27.475247
0,151.3140131,28.6859869
0,148.8925333,31.1074667
0,146.8284442,33.1715558
0,144.7643551,35.2356449
0,142.700266,37.299734
0,140.6361769,39.3638231
0,136.5079987,43.4920013
0,133.8317934,46.1682066
0,131.1555882,48.8444118
0,128.4793829,51.5206171
0,123.1269724,56.8730276
0,122.7410322,57.2589678
0,122.355092,57.644908
0,121.9691518,58.0308482
0,121.5832116,58.4167884
0,120.8113312,59.1886688
0,120.0002334,59.9997666
0,119.1891355,60.8108645
0,118.3780376,61.6219624
0,116.7558419,63.2441581
0,117.4941838,62.5058162
0,118.2325258,61.7674742
0,118.9708678,61.0291322
18,120.4475517,59.5524483
100,122.1956655,57.8043345
235,123.9437792,56.0562208
417,125.691893,54.308107
568,127.4400067,52.5599933
740,130.9362343,49.0637657
843,132.6729027,47.3270973
975,134.409571,45.590429
1085,136.1462394,43.8537606
1211,137.8829078,42.1170922
1376,141.3562446,38.6437554
1536,145.4588952,34.5411048
1617,149.5615459,30.4384541
1672,153.6641966,26.3358034
1704,161.8694979,18.1305021
1728,163.4381419,16.5618581
1736,165.0067859,14.9932141
1711,166.5754299,13.4245701
1671,168.1440739,11.8559261
1635,171.2813619,8.7186381
1585,171.1746945,8.8253055
1495,171.0680271,8.9319729
1357,170.9613597,9.0386403
1213,170.8546923,9.1453077
1030,170.7480249,9.2519751
889,170.5346902,9.4653098
706,169.0594534,10.9405466
583,167.5842165,12.4157835
496,166.1089797,13.8910203
399,164.6337429,15.3662571
329,161.6832693,18.3167307
282,162.350929,17.649071
252,163.0185887,16.9814113
202,163.6862484,16.3137516
213,165.0215678,14.9784322
209,164.57521,15.42479
245,164.1288523,15.8711477
312,163.6824945,16.3175055
351,163.2361367,16.7638633
428,162.3434211,17.6565789
531,161.5933022,18.4066978
612,160.8431834,19.1568166
690,160.0930645,19.9069355
780,158.5928268,21.4071732
860,158.9180907,21.0819093
954,159.2433546,20.7566454
1042,159.5686185,20.4313815
1156,159.8938824,20.1061176
1232,160.5444102,19.4555898
1315,160.1747486,19.8252514
1335,159.805087,20.194913
1362,159.4354255,20.5645745
1388,159.0657639,20.9342361
1390,158.3264407,21.6735593
1358,160.1275466,19.8724534
1311,161.9286525,18.0713475
1235,163.7297584,16.2702416
1126,167.3319702,12.6680298
997,168.1196406,11.8803594
855,168.907311,11.092689
606,169.6949813,10.3050187
361,170.4826517,9.5173483
166,172.0579925,7.9420075
70,171.1285285,8.8714715
0,170.1990646,9.8009354
0,169.2696007,10.7303993
0,167.4106729,12.5893271
0,167.3270128,12.6729872
0,167.2433528,12.7566472
0,167.1596927,12.8403073
0,167.0760327,12.9239673
0,166.9087126,13.0912874
0,166.5757259,13.4242741
0,166.2427393,13.7572607
0,165.9097526,14.0902474
0,165.576766,14.423234
0,164.9107927,15.0892073
0,164.5859458,15.4140542
0,164.2610989,15.7389011
0,163.936252,16.063748
0,163.2865583,16.7134417
0,162.2868858,17.7131142
0,161.2872134,18.7127866
0,160.287541,19.712459
0,159.2878686,20.7121314
0,157.2885237,22.7114763
0,155.2465773,24.7534227
0,153.2046309,26.7953691
0,151.1626845,28.8373155
0,147.0787918,32.9212082
0,144.8602608,35.1397392
0,142.6417298,37.3582702
0,140.4231989,39.5768011
0,138.2046679,41.7953321
0,135.9861369,44.0138631
0,131.549075,48.450925
0,129.5459052,50.4540948
0,127.5427353,52.4572647
0,125.5395655,54.4604345
0,123.5363957,56.4636043
0,119.530056,60.469944
0,119.6012905,60.3987095
0,119.6725249,60.3274751
0,119.7437593,60.2562407
0,119.8862281,60.1137719
0,119.1282532,60.8717468
0,118.3702783,61.6297217
0,117.6123034,62.3876966
0,116.8543284,63.1456716
0,115.3383786,64.6616214
0,118.3018957,61.6981043
0,121.2654128,58.7345872
0,124.22893,55.77107
43,127.1924471,52.8075529
199,133.1194813,46.8805187
471,133.2024726,46.7975274
671,133.2854639,46.7145361
835,133.3684552,46.6315448
982,133.5344379,46.4655621
1089,135.3721293,44.6278707
1228,137.2098208,42.7901792
1352,139.0475122,40.9524878
1479,140.8852037,39.1147963
1574,144.5605866,35.4394134
1634,150.5457987,29.4542013
1685,156.5310108,23.4689892
1704,162.516223,17.483777
1699,174.4866472,5.5133528
1687,174.6524368,5.3475632
1652,174.8182263,5.1817737
1601,174.9840159,5.0159841
1516,175.1498054,4.8501946
1436,175.4813846,4.5186154
1328,175.4529155,4.5470845
1189,175.4244464,4.5755536
1088,175.3959773,4.6040227
931,175.3675083,4.6324917
810,175.3105701,4.6894299
696,174.3338384,5.6661616
587,173.3571066,6.6428934
480,172.3803749,7.6196251
425,171.4036431,8.5963569
393,169.4501797,10.5498203
381,168.6908567,11.3091433
340,167.9315337,12.0684663
323,167.1722107,12.8277893
311,166.4128877,13.5871123
354,164.8942418,15.1057582
396,164.499693,15.500307
434,164.1051442,15.8948558
498,163.7105954,16.2894046
557,162.9214978,17.0785022
602,161.9923912,18.0076088
644,161.0632847,18.9367153
718,160.1341782,19.8658218
780,159.2050716,20.7949284
832,157.3468586,22.6531414
884,158.5889631,21.4110369
968,159.8310676,20.1689324
1056,161.0731721,18.9268279
1149,163.5573812,16.4426188
1226,162.6220619,17.3779381
1317,161.6867426,18.3132574
1414,160.7514233,19.2485767
1477,158.8807847,21.1192153
1532,159.4979378,20.5020622
1526,160.115091,19.884909
1497,160.7322441,19.2677559
1424,161.9665504,18.0334496
1359,162.0328761,17.9671239
1297,162.0992019,17.9007981
1167,162.1655276,17.8344724
1043,162.2318534,17.7681466
871,162.3645049,17.6354951
649,163.5118746,16.4881254
416,164.6592443,15.3407557
244,165.806614,14.193386
102,166.9539837,13.0460163
0,169.2487232,10.7512768
0,168.8724553,11.1275447
0,168.4961874,11.5038126
0,168.1199195,11.8800805
0,167.7436516,12.2563484
0,166.9911158,13.0088842
0,166.5896281,13.4103719
0,166.1881404,13.8118596
0,165.7866527,14.2133473
0,164.9836773,15.0163227
0,164.5137075,15.4862925
0,164.0437378,15.9562622
0,163.573768,16.426232
0,163.1037983,16.8962017
0,162.1638587,17.8361413
0,161.6330795,18.3669205
0,161.1023003,18.8976997
0,160.571521,19.428479
0,160.0407418,19.9592582
0,158.9791833,21.0208167
0,157.5990573,22.4009427
0,156.2189312,23.7810688
0,154.8388052,25.1611948
0,152.0785531,27.9214469
0,150.7853087,29.2146913
0,149.4920643,30.5079357
0,148.1988199,31.8011801
0,146.9055755,33.0944245
0,144.3190867,35.6809133
0,143.2834183,36.7165817
0,142.2477499,37.7522501
0,141.2120816,38.7879184
0,140.1764132,39.8235868
0,138.1050764,41.8949236
0,135.3352444,44.6647556
0,132.5654123,47.4345877
0,129.7955803,50.2044197
0,124.2559162,55.7440838
0,124.0644503,55.9355497
0,123.8729844,56.1270156
0,123.6815185,56.3184815
0,123.4900526,56.5099474
0,123.1071208,56.8928792
0,123.3077676,56.6922324
0,123.5084144,56.4915856
0,123.7090612,56.2909388
0,123.909708,56.090292
0,124.3110016,55.6889984
0,124.941458,55.058542
0,125.5719143,54.4280857
98,126.2023706,53.7976294
263,127.4632833,52.5367167
398,128.8898733,51.1101267
512,130.3164632,49.6835368
644,131.7430532,48.2569468
741,134.5962331,45.4037669
867,138.8209552,41.1790448
969,143.0456773,36.9543227
1125,147.2703993,32.7296007
1305,151.4951214,28.5048786
1411,159.9445656,20.0554344
1478,160.4091542,19.5908458
1522,160.8737428,19.1262572
1545,161.3383314,18.6616686
1528,161.80292,18.19708
1491,162.7320972,17.2679028
1426,164.6943999,15.3056001
1383,166.6567026,13.3432974
1328,168.6190053,11.3809947
1236,170.5813081,9.4186919
1141,174.5059135,5.4940865
1011,174.5543113,5.4456887
897,174.602709,5.397291
757,174.6511067,5.3488933
632,174.7479022,5.2520978
515,174.1813947,5.8186053
406,173.6148872,6.3851128
353,173.0483797,6.9516203
347,172.4818723,7.5181277
272,171.3488573,8.6511427
294,170.4198757,9.5801243
301,169.4908941,10.5091059
302,168.5619125,11.4380875
333,167.632931,12.367069
384,165.7749678,14.2250322
441,165.1520492,14.8479508
495,164.5291305,15.4708695
532,163.9062119,16.0937881
574,162.6603746,17.3396254
638,162.4295997,17.5704003
708,162.1988248,17.8011752
768,161.9680499,18.0319501
854,161.5065001,18.4934999
972,161.8434166,18.1565834
1072,162.180333,17.819667
1166,162.5172494,17.4827506
1265,162.8541659,17.1458341
1370,163.5279988,16.4720012
1454,163.1844946,16.8155054
1512,162.8409905,17.1590095
1577,162.4974863,17.5025137
1592,162.1539821,17.8460179
1590,161.4669738,18.5330262
1600,162.6004368,17.3995632
1509,163.7338998,16.2661002
1410,164.8673628,15.1326372
1331,166.0008258,13.9991742
1202,168.2677518,11.7322482
992,168.493501,11.506499
726,168.7192503,11.2807497
494,168.9449996,11.0550004
288,169.1707488,10.8292512
185,169.6222474,10.3777526
74,169.5533276,10.4466724
0,169.4844079,10.5155921
0,169.4154881,10.5845119
0,169.3465684,10.6534316
0,169.2087289,10.7912711
0,168.4442506,11.5557494
0,167.6797723,12.3202277
0,166.9152941,13.0847059
0,166.1508158,13.8491842
0,164.6218592,15.3781408
0,164.3973812,15.6026188
0,164.1729031,15.8270969
0,163.9484251,16.0515749
0,163.499469,16.500531
0,162.6840139,17.3159861
0,161.8685588,18.1314412
0,161.0531036,18.9468964
0,160.2376485,19.7623515
0,158.6067383,21.3932617
0,158.0575109,21.9424891
0,157.5082835,22.4917165
0,156.9590561,23.0409439
0,156.4098287,23.5901713
0,155.3113739,24.6886261
0,152.7358767,27.2641233
0,150.1603795,29.8396205
0,147.5848823,32.4151177
0,142.433888,37.566112
0,139.8055952,40.1944048
0,137.1773024,42.8226976
0,134.5490097,45.4509903
0,129.2924242,50.7075758
0,128.8315394,51.1684606
0,128.3706546,51.6293454
0,127.9097697,52.0902303
0,127.4488849,52.5511151
0,126.9880001,53.0119999
0,126.0662305,53.9337695
0,125.2860029,54.7139971
0,124.5057752,55.4942248
0,123.7255476,56.2744524
0,122.1650923,57.8349077
0,123.3986543,56.6013457
0,124.6322164,55.3677836
0,125.8657784,54.1342216
0,127.0993405,52.9006595
0,129.5664645,50.4335355
0,129.6075571,50.3924429
