rawsum,joint_angle
130,165.7843787
38,165.2300366
0,164.6756944
0,164.1213523
0,163.0126681
0,162.4216503
0,161.8306326
0,161.2396149
0,160.6485971
0,159.4665617
0,158.7123185
0,157.9580754
0,157.2038323
0,155.695346
0,154.8316264
0,153.9679069
0,153.1041873
0,152.2404677
0,150.5130286
0,149.7877249
0,149.0624212
0,148.3371176
0,147.6118139
0,146.1612066
0,144.898736
0,143.6362654
0,142.3737947
0,141.1113241
0,138.5863828
0,136.0424129
0,133.4984429
0,130.954473
0,128.410503
0,123.3225631
0,122.8229876
0,122.323412
0,121.8238365
0,121.324261
0,120.32511
0,120.6149049
0,120.9046998
0,121.1944947
0,121.7740845
0,122.6437683
0,123.5134521
0,124.383136
88,125.2528198
213,126.9921875
358,129.3927705
574,131.7933535
818,134.1939366
1002,136.5945196
1146,141.3956856
1249,142.5885959
1386,143.7815062
1563,144.9744164
1746,146.1673267
1913,148.5531472
2035,151.3273279
2224,154.1015086
2343,156.8756893
2485,159.64987
2627,165.1982314
2735,165.3712895
2826,165.5443476
2882,165.7174058
2919,165.8904639
2915,166.2365801
2872,165.7399541
2790,165.2433282
2634,164.7467022
2482,164.2500762
2368,163.2568242
2249,162.84622
2129,162.4356158
1999,162.0250116
1894,161.6144074
1776,161.2038032
1723,160.3825948
1651,159.5318535
1569,158.6811121
1557,157.8303708
1532,156.1288882
1543,155.8814579
1566,155.6340277
1580,155.3865974
1587,155.1391672
1640,154.6443066
1674,154.4342526
1715,154.2241986
1755,154.0141446
1816,153.5940365
1829,155.7411252
1885,157.8882138
1962,160.0353025
2083,162.1823911
2245,166.4765684
2382,165.6818488
2501,164.8871292
2590,164.0924096
2630,163.29769
2710,161.7082508
2728,161.6201865
2675,161.5321223
2587,161.4440581
2470,161.3559938
2322,161.1798654
2146,161.4828346
1906,161.7858038
1635,162.088773
1300,162.3917422
925,162.9976806
629,162.2722458
358,161.5468111
145,160.8213764
12,159.370507
0,159.1080757
0,158.8456444
0,158.583213
0,158.3207817
0,158.0583504
0,157.5334877
0,157.3239997
0,157.1145117
0,156.9050237
0,156.6955357
0,156.2765597
0,155.6746069
0,155.0726541
0,154.4707013
0,153.2667957
0,151.8316764
0,150.396557
0,148.9614377
0,147.5263183
0,144.6560796
0,143.9145462
0,143.1730129
0,142.4314795
0,141.6899461
0,140.2068794
0,137.0910558
0,133.9752322
0,130.8594086
0,127.743585
0,121.5119378
0,120.6499713
0,119.7880048
0,118.9260383
0,117.2021053
0,116.6225477
0,116.0429901
