rawsum,joint_angle
1327,169.5636834
994,168.2155929
720,166.6305565
468,165.0455202
240,163.4604838
46,161.8754475
0,158.7053748
0,158.3729909
0,158.040607
0,157.7082231
0,157.3758392
0,156.7110714
0,156.2459647
0,155.780858
0,155.3157513
0,154.8506447
0,153.9204313
0,153.9325452
0,153.9446592
0,153.9567731
0,153.9688871
0,153.993115
0,153.1692927
0,152.3454705
0,151.5216482
0,149.8740037
0,148.2345199
0,146.595036
0,144.9555522
0,143.3160683
0,140.0371007
0,139.2630789
0,138.4890572
0,137.7150354
0,136.9410137
0,135.3929702
0,132.9145032
0,130.4360363
0,127.9575693
0,125.4791023
0,120.5221683
0,118.5802274
0,116.6382864
0,114.6963454
0,112.7544044
0,108.8705225
0,110.1524644
0,111.4344063
0,112.7163482
0,113.99829
0,116.5621738
0,117.6795671
38,118.7969603
195,119.9143536
361,121.0317468
585,123.2665333
854,126.5655869
1070,129.8646405
1249,133.163694
1449,139.7618012
1660,140.7333262
1831,141.7048512
1971,142.6763762
2064,143.6479012
2111,145.5909512
2189,147.7146493
2240,149.8383474
2276,151.9620455
2261,154.0857436
2275,158.3331397
2222,158.3569278
2204,158.3807158
2142,158.4045038
2074,158.4282918
2049,158.4758679
1965,157.686859
1914,156.8978502
1818,156.1088414
1774,155.3198326
1730,153.741815
1683,154.524555
1593,155.307295
1579,156.090035
1561,157.655515
1506,158.1105867
1483,158.5656584
1436,159.0207302
1427,159.4758019
1430,160.3859454
1406,160.0220538
1415,159.6581622
1452,159.2942707
1449,158.9303791
1538,158.2025959
1516,159.2750728
1605,160.3475498
1733,161.4200267
1833,163.5649805
1952,164.2543994
2069,164.9438183
2175,165.6332372
2255,166.3226561
2331,167.7014939
2414,167.8001531
2492,167.8988123
2562,167.9974715
2597,168.0961307
2599,168.2934491
2584,168.0841028
2531,167.8747564
2457,167.6654101
2329,167.4560638
2156,167.0373712
1932,167.202341
1704,167.3673108
1414,167.5322806
1086,167.6972504
746,168.02719
479,166.8601655
228,165.693141
53,164.5261165
0,163.359092
0,161.025043
0,160.8973234
0,160.7696037
0,160.6418841
0,160.5141644
0,160.2587251
0,159.7591543
0,159.2595834
0,158.7600126
0,158.2604418
0,157.2613001
0,156.9038038
0,156.5463074
0,156.1888111
0,155.8313148
0,155.1163221
0,153.8074831
0,152.4986441
0,151.189805
0,149.880966
0,147.2632879
0,145.4189112
0,143.5745346
0,141.7301579
0,138.0414047
0,135.9683109
0,133.8952172
0,131.8221235
0,129.7490298
0,127.6759361
0,123.5297486
0,121.8479717
0,120.1661947
0,118.4844178
0,116.8026408
0,113.4390869
0,114.0964884
0,114.7538899
0,115.4112915
0,116.068693
0,117.3834961
0,117.6291449
0,117.8747937
124,118.1204426
253,118.3660914
435,118.8573891
717,119.7596881
950,120.6619871
1113,121.5642862
1266,123.3688842
1463,128.4520466
1721,133.535209
1959,138.6183714
2144,148.7846963
2320,150.4376807
2438,152.0906651
2518,153.7436495
2586,155.3966339
2624,158.7026027
2607,159.2440912
2620,159.7855797
2572,160.3270682
2523,160.8685567
2456,161.4100452
2378,162.4930222
2294,162.4462838
2188,162.3995454
2112,162.3528069
2022,162.3060685
1984,162.2125916
1929,162.8307643
1889,163.4489369
1847,164.0671096
1815,165.303455
1777,165.3834436
1762,165.4634323
1756,165.543421
1785,165.6234096
1798,165.7833869
1816,165.3937658
1820,165.0041447
1839,164.6145235
1841,164.2249024
1844,163.4456601
1870,163.6827084
1902,163.9197567
1895,164.156805
1910,164.3938532
1940,164.8679498
1982,164.4253209
2000,163.9826919
2047,163.540063
2075,163.0974341
2118,162.6548052
2216,161.7695473
2304,164.022291
2371,166.2750347
2406,168.5277784
2466,170.7805221
2479,175.2860094
2489,174.4828466
2469,173.6796838
2443,172.8765209
2372,171.2701953
2239,171.2338279
2127,171.1974605
1945,171.1610931
1743,171.1247257
1493,171.0519909
1230,170.2341664
914,169.416342
619,168.5985175
385,167.780693
194,166.1450441
55,166.3830634
0,166.6210828
0,166.8591021
0,167.3351408
0,166.4443511
0,165.5535613
0,164.6627716
0,163.7719818
0,162.8811921
0,161.0996126
0,160.519976
0,159.9403394
0,159.3607028
0,158.2014296
0,156.2427978
0,154.2841661
0,152.3255344
0,150.3669027
0,146.4496392
0,146.1333262
0,145.8170132
0,145.5007001
0,145.1843871
0,144.551761
0,142.201552
0,139.8513429
0,137.5011339
0,135.1509248
0,130.4505067
0,129.0305663
0,127.6106259
0,126.1906855
0,124.7707451
0,121.9308643
0,119.4283586
0,116.925853
0,114.4233474
0,111.9208418
0,106.9158306
0,109.5726658
0,112.229501
0,114.8863362
0,117.5431715
0,122.8568419
0,122.9319244
0,123.0070069
45,123.0820894
157,123.2322545
255,125.6492151
347,128.0661758
439,130.4831365
542,132.9000971
673,135.3170578
848,140.1509792
999,141.5397327
1156,142.9284863
1329,144.3172399
1475,145.7059935
1628,148.4835006
1773,151.5954224
1905,154.7073441
2021,157.8192658
2141,164.0431093
2200,164.4564644
2288,164.8698195
2348,165.2831746
2361,165.6965297
2355,166.5232399
2292,166.427702
2212,166.3321641
2127,166.2366262
2039,166.1410883
1967,165.9500125
1892,165.5399377
1803,165.129863
1725,164.7197882
1643,164.3097134
1605,163.4895638
1570,162.5181511
1530,161.5467384
1491,160.5753257
1431,159.6039129
1377,157.6610875
1375,157.6435745
1352,157.6260615
1332,157.6085485
1315,157.5910355
1332,157.5560095
1327,157.960539
1393,158.3650686
1411,158.7695982
1446,159.1741278
1510,159.9831869
1585,161.0500647
1712,162.1169424
1869,163.1838201
2008,165.3175756
2146,164.7631947
2259,164.2088138
2346,163.6544329
2459,163.100052
2494,161.9912903
2532,162.0572495
2520,162.1232088
2443,162.1891681
2317,162.2551274
2186,162.387046
2009,163.7030209
1744,165.0189957
1463,166.3349706
1097,168.9669203
715,168.3983493
440,167.8297784
239,167.2612074
71,166.1240655
0,165.3386402
0,164.5532148
0,163.7677895
0,162.9823641
0,161.4115135
0,161.4031227
0,161.394732
0,161.3863412
0,161.3779505
0,161.3695598
0,161.3527783
0,160.041742
0,158.7307056
0,157.4196693
0,156.108633
0,153.4865604
0,153.0100498
0,152.5335393
0,152.0570288
0,151.5805182
0,150.6274972
0,149.2020396
0,147.7765819
0,146.3511243
0,143.500209
0,141.6054036
0,139.7105982
0,137.8157928
0,135.9209874
0,132.1313766
0,130.4308895
0,128.7304023
0,127.0299152
0,125.329428
0,123.6289409
0,120.2279666
0,119.5402404
0,118.8525143
0,118.1647882
0,116.789336
0,117.9186277
0,119.0479193
0,120.177211
0,121.3065027
0,123.565086
0,124.179346
0,124.793606
89,125.4078661
256,126.0221261
479,127.2506462
723,129.5308017
950,131.8109573
1128,134.0911129
1300,136.3712685
1511,140.9315797
1680,142.9204616
1835,144.9093436
1958,146.8982255
2035,150.8759894
2116,152.8024282
2208,154.728867
2280,156.6553059
2357,158.5817447
2412,162.4346223
2474,162.2529376
2477,162.0712528
2482,161.889568
2456,161.7078833
2424,161.3445137
2363,162.2515984
2293,163.1586831
2205,164.0657678
2132,164.9728524
2068,166.7870218
2001,166.4533492
1940,166.1196766
1875,165.786004
1824,165.4523314
1772,164.7849862
1720,164.5121893
1679,164.2393924
1662,163.9665955
1611,163.6937986
1566,163.1482049
1536,162.893175
1488,162.638145
1469,162.3831151
1417,162.1280852
1369,161.6180254
1366,161.6974792
1388,161.7769331
1373,161.8563869
1448,161.9358408
1484,162.0947484
1502,162.4451521
1570,162.7955557
1750,163.1459594
1899,163.496363
1986,164.1971703
2106,165.6648032
2198,167.132436
2253,168.6000688
2271,170.0677016
2277,173.0029673
2224,172.4697415
2189,171.9365156
2043,171.4032898
1865,170.3368382
1632,170.5840194
1421,170.8312006
1094,171.0783818
805,171.325563
522,171.8199253
329,171.2844416
108,170.7489579
35,170.2134742
0,169.6779905
0,168.6070231
0,168.478375
0,168.3497268
0,168.2210786
0,168.0924304
0,167.9637823
0,167.7064859
0,166.5048009
0,165.3031158
0,164.1014308
0,161.6980607
0,161.1505874
0,160.6031141
0,160.0556409
0,159.5081676
0,158.413221
0,156.0520676
0,153.6909141
0,151.3297606
0,148.9686072
0,144.2463002
0,142.3847395
0,140.5231787
0,138.6616179
0,136.8000572
0,133.0769356
0,130.6897634
0,128.3025912
0,125.915419
0,123.5282468
0,118.7539024
0,117.7822189
0,116.8105354
0,115.8388519
0,114.8671684
0,112.9238014
0,112.2098024
0,111.4958033
0,110.7818042
0,110.0678051
0,108.639807
0,111.0672589
0,113.4947109
72,115.9221628
214,120.7770668
387,121.9159479
630,123.054829
911,124.1937101
1145,125.3325912
1310,127.6103534
1496,130.4835733
1655,133.3567931
1828,136.230013
2040,139.1032328
2165,144.8496725
2313,147.5205885
2422,150.1915045
2514,152.8624205
2551,155.5333364
2576,160.8751684
2580,161.6920061
2564,162.5088437
2512,163.3256814
2446,164.1425191
2352,165.7761945
2265,166.1314725
2176,166.4867505
2125,166.8420286
2062,167.5525846
2030,167.7735034
1973,167.9944221
1937,168.2153409
