rawsum,joint_angle
565,157.2321855
643,159.0533589
758,162.6957056
881,162.0477255
974,161.3997454
1066,160.7517653
1114,159.4558051
1169,160.8831416
1201,162.3104781
1197,163.7378146
1197,165.1651511
1187,168.0198241
1120,168.1414921
1038,168.2631601
940,168.3848281
796,168.506496
639,168.749832
480,168.8769454
277,169.0040588
76,169.1311723
14,169.2582857
0,169.5125125
0,169.5423719
0,169.5722313
0,169.6020907
0,169.6319501
0,169.691669
0,169.1680372
0,168.6444054
0,168.1207737
0,167.0735102
0,166.1450409
0,165.2165717
0,164.2881025
0,163.3596333
0,161.5026948
0,160.7605388
0,160.0183827
0,159.2762266
0,158.5340705
0,157.0497583
0,156.2429516
0,155.4361448
0,154.6293381
0,153.8225314
0,152.2089179
0,149.4461305
0,146.683343
0,143.9205555
0,141.157768
0,135.6321931
0,134.3818134
0,133.1314338
0,131.8810542
0,130.6306745
0,128.1299152
0,127.2648266
0,126.3997379
0,125.5346493
0,124.6695606
0,122.9393833
0,122.6839286
0,122.4284738
0,122.1730191
0,121.9175644
0,121.4066549
0,123.341406
0,125.2761571
0,127.2109082
0,129.1456593
116,133.0151616
303,133.4649507
521,133.9147397
725,134.3645288
960,134.8143179
1116,135.713896
1223,139.5123839
1352,143.3108717
1468,147.1093596
1581,154.7063353
1692,155.7082673
1807,156.7101992
1867,157.7121312
1896,158.7140632
1889,160.7179271
1829,162.5359845
1748,164.3540419
1656,166.1720993
1563,167.9901567
1437,169.8082141
1313,173.4443288
1169,173.3460143
1004,173.2476998
880,173.1493852
741,172.9527561
623,172.022804
559,171.0928518
447,170.1628996
361,169.2329475
313,168.3029953
255,166.443091
201,166.02499
174,165.606889
154,165.1887881
214,164.7706871
259,163.9344852
300,163.7520854
380,163.5696856
465,163.3872858
552,163.204886
590,162.8400864
674,162.8794348
737,162.9187832
850,162.9581317
928,162.9974801
999,163.076177
1080,162.8186437
1137,162.5611105
1176,162.3035772
1239,161.7885107
1198,163.539805
1224,165.2910993
1249,167.0423936
1187,168.7936879
1176,172.2962765
1149,171.8282959
1081,171.3603154
986,170.8923348
831,170.4243542
675,169.488393
471,169.5198142
276,169.5512355
173,169.5826567
86,169.614078
0,169.6454992
0,169.7083417
0,169.3293282
0,168.9503147
0,168.5713011
0,168.1922876
0,167.4342605
0,166.5914747
0,165.7486889
0,164.9059031
0,164.0631173
0,162.3775457
0,161.4842726
0,160.5909996
0,159.6977265
0,157.9111804
0,157.7228493
0,157.5345181
0,157.346187
0,157.1578558
0,156.7811935
0,155.3409011
0,153.9006086
0,152.4603162
0,151.0200237
0,148.1394389
0,146.3171213
0,144.4948037
0,142.6724861
0,140.8501685
0,137.2055334
0,135.4919536
0,133.7783739
0,132.0647942
0,130.3512145
0,126.924055
0,126.799152
0,126.6742489
0,126.5493458
0,126.4244428
0,126.1746366
0,124.9158315
0,123.6570263
0,122.3982211
0,119.8806107
0,122.1634315
0,124.4462523
93,126.7290731
248,129.0118939
510,133.5775354
703,133.990106
919,134.4026765
1111,134.815247
1303,135.2278176
1431,135.6403881
1572,136.4655291
1704,140.4670807
1824,144.4686322
1921,148.4701838
1993,156.4732869
2057,158.5973938
2067,160.7215008
2058,162.8456077
2034,164.9697147
2006,169.2179286
1931,170.1644732
1848,171.1110177
1742,172.0575623
1641,173.0041069
1503,174.897196
1354,174.5389194
1215,174.1806427
1068,173.822366
944,173.4640893
832,172.7475359
723,171.2348128
641,169.7220896
569,168.2093665
495,166.6966433
427,163.671197
367,163.1901323
298,162.7090676
272,162.228003
235,161.7469383
213,160.784809
205,160.9664395
245,161.14807
290,161.3297006
336,161.5113311
429,161.8745922
591,161.6424998
637,161.4104074
789,161.1783151
898,160.7141303
1011,161.6736078
1069,162.6330852
1163,163.5925627
1230,164.5520401
1288,166.470995
1311,166.6334528
1314,166.7959107
1333,166.9583685
1264,167.1208263
1190,167.4457419
1140,167.5144842
1055,167.5832265
923,167.6519689
756,167.7207112
588,167.8581958
403,167.7679912
247,167.6777867
130,167.5875821
14,167.4973776
0,167.407173
0,167.2267639
0,166.8239443
0,166.4211246
0,166.018305
0,165.2126656
0,165.1521452
0,165.0916248
0,165.0311044
0,164.970584
0,164.8495432
0,163.8125372
0,162.7755313
0,161.7385253
0,160.7015193
0,158.6275074
0,158.3793211
0,158.1311349
0,157.8829486
0,157.6347624
0,157.1383898
0,154.5316122
0,151.9248345
0,149.3180569
0,146.7112792
0,141.4977239
0,139.6704411
0,137.8431582
0,136.0158754
0,134.1885926
0,130.534027
0,129.842971
0,129.151915
0,128.4608591
0,127.7698031
0,126.3876912
0,125.482787
0,124.5778829
0,123.6729787
0,122.7680746
0,120.9582662
0,119.7627041
0,118.5671419
0,117.3715797
0,116.1760176
0,113.7848932
131,117.1714925
313,120.5580919
532,123.9446912
654,130.7178899
817,132.1174071
939,133.5169243
1041,134.9164415
1154,136.3159587
1282,139.1149931
1418,142.7883756
1561,146.4617581
1667,150.1351406
